key,alt,answer,audio
風暴,"fēngbào (風暴, 风暴)","tempest, roughness, firestorm, windstorm, squall, blow, tempestuousness, storm",top8/98.mp3
秒鐘,"miǎozhōng (秒鐘, 秒钟)",m.[standard],top8/99.mp3
柏林,"bólín (柏林, 柏林)",Berlin,top8/100.mp3
英國人,"yīngguórén (英國人, 英国人)","nabob, British people, John Bull, Britisher, Anglo Saxon, pom, Briton, English people, Anglo, Englishman, English, English person, the English, Englishmen, Brit, British, Englander, pommy, Brits, the British, limey",top8/101.mp3
嚴謹,"yánjǐn (嚴謹, 严谨)","rigorous, strict, compact, well knit",top8/102.mp3
還,"huán (還, 还)","give back, return, repay, give/do sth. in return",top8/103.mp3
朝向,"cháoxiàng (朝向, 朝向)","head, face, look, confront, front, facing, point, steer, take, orient, tend, fasten, make, turn towards, turn",top8/104.mp3
震驚,"zhènjīng (震驚, 震惊)","shock, amaze, astonish",top8/105.mp3
繁忙,"fánmáng (繁忙, 繁忙)",busy,top8/106.mp3
歌謠,"gēyáo (歌謠, 歌谣)","nursery rhyme, folk_song, song, lay, derry, folk song, ditty, ballad",top8/107.mp3
預測,"yūcè (預測, 预测)",forecast,top8/108.mp3
電視機,"diànshìjī (電視機, 电视机)","set, idiot_box, tv, goggle box, idiot box, television receiver/set, teleset, television set, television receiver, TV set, goggle_box, tv set, goggle box, boob tube, receiver, telly, television",top8/109.mp3
標榜,"biāobǎng (標榜, 标榜)","excessively praise, parade, glorify, advertisement, boast, boost, advertise, flaunt",top8/110.mp3
澄清,"chéngqīng (澄清, 澄清)","clear up, clarify",top8/111.mp3
工作者,"gōngzuòzhě (工作者, 工作者)",worker,top8/112.mp3
嫁,"jià (嫁, 嫁)",marry of a woman,top8/113.mp3
虛無,"xūwú (虛無, 虚无)",nothingness,top8/114.mp3
評核,"pínghé (評核, 评核)",examine and comment,top8/115.mp3
解嚴,"jiěyán (解嚴, 解严)","end martial law, lift curfew",top8/116.mp3
路徑,"lùjìng (路徑, 路径)","path, lane, pathway, ways and means, route, footpath, method, way, career",top8/117.mp3
遊樂區,"yóulèqū (遊樂區, 遊乐区)",playground,top8/118.mp3
心血,"xīnxiě (心血, 心血)",painstaking care/effort,top8/119.mp3
關節,"guānjié (關節, 关节)",joint,top8/120.mp3
邁入,"màirù (邁入, 迈入)",stride forward,top8/121.mp3
讚美,"zànměi (讚美, 讚美)","praise, eulogize",top8/122.mp3
關,"guān (關, 关)","pass, barrier, crux, critical juncture, turning/key point, key part",top8/123.mp3
賽程,"sàichéng (賽程, 赛程)",contest schedule/agenda,top8/124.mp3
支配,"zhīpèi (支配, 支配)","arrange,  allocate,  budget,  control,  dominate,  govern",top8/125.mp3
小提琴,"xiǎotíqín (小提琴, 小提琴)",violin,top8/126.mp3
誤解,"wùjiě (誤解, 误解)",misunderstanding,top8/127.mp3
人民日報,"rénmínrìbào (人民日報, 人民日报)",The People's Daily,top8/128.mp3
台語,"táiyǔ (台語, 台语)","Min, Taiwanese Language , Formosan, Min dialect, Hokkianese, Taiwanese, Fukkianese, Amoy, Fukien",top8/129.mp3
不定,"búdìng (不定, 不定)","uncertain, indeterminate, indefinite, undetermined",top8/130.mp3
山坡,"shānpō (山坡, 山坡)","hillside,  mountain slope",top8/131.mp3
不等,"bùděng (不等, 不等)",disparity,top8/132.mp3
大雨,"dàyǔ (大雨, 大雨)",heavy rain,top8/133.mp3
小鎮,"xiǎozhèn (小鎮, 小镇)",whistle_stop,top8/134.mp3
上來,"shànglái (上來, 上来)","come_up, come up",top8/135.mp3
引擎,"yǐnqíng (引擎, 引擎)",engine,top8/136.mp3
木材,"mùcái (木材, 木材)","patina, heartwood, wood, stuff, lumber, cabinet wood, timber",top8/137.mp3
芝加哥,"zhījiāgē (芝加哥, 芝加哥)",Chicago,top8/138.mp3
易於,"yìyú (易於, 易于)",be apt to,top8/139.mp3
後代,"hòudài (後代, 后代)","descendant, posterity, descendants, later generations, ages, limb, later ages, get, descendent, later periods, offspring, later periods in history, progeny",top8/140.mp3
拚命,"pànmìng (拚命, 拚命)","risk life, make death defying effort",top8/141.mp3
祈禱,"qídǎo (祈禱, 祈祷)",pray,top8/142.mp3
板橋,"bǎn (板橋, 板桥)","wooden bridge, Banchiau city in Taiwan",top8/143.mp3
拜拜,"bàibài (拜拜, 拜拜)",bow down,top8/144.mp3
殿堂,"diàntáng (殿堂, 殿堂)","mansion, manse, hall, palace, temple, residence, mansion house",top8/145.mp3
相傳,"xiāngchuán (相傳, 相传)","tradition has it that..., according to legend, pass on from one to another, hand down from one to another, hand down or pass on from one to another",top8/146.mp3
偵訊,"zhēnxùn (偵訊, 侦讯)","interrogation, investigate and interrogate",top8/147.mp3
汙染,"wūrǎn (汙染, 汙染)",pollution,top8/148.mp3
更何況,"gènghékuàng (更何況, 更何况)","much less, let alone, all the more",top8/149.mp3
好,"hǎo (好, 好)","conj.: so as to, so that",top8/150.mp3
助,"zhù (助, 助)","aid, assist, assistance, help",top8/151.mp3
取材,"qǔcái (取材, 取材)",select material for book/etc.,top8/152.mp3
抽出,"chōuchū (抽出, 抽出)","elicit, run_out, put forth of certain plants , take out, obtain by drawing, slide, take out",top8/153.mp3
重疊,"chóngdié (重疊, 重叠)","telescope, duplicate, superpose, overlap, repeated, lap",top8/154.mp3
長久以來,"chángjiǔyǐlái (長久以來, 长久以来)","long ago, long_since, lang syne, for a long time, long since",top8/155.mp3
骨頭,"gǔtóu (骨頭, 骨头)","os, strong character, bone, character, person of a certain character",top8/156.mp3
感想,"gǎnxiǎng (感想, 感想)","sentiment, reflections, feeling, thoughts, impressions, impression",top8/157.mp3
索取,"suǒqǔ (索取, 索取)","scrounge, extort, subpoena, obtain, charge, demand, exact, ask for",top8/158.mp3
起初,"qǐchū (起初, 起初)","initio, ab initio, first, primarily, early, in_the_beginning, originally, at_first, in the beginning, initially, at the start, at first, early on",top8/159.mp3
神聖,"shénshèng (神聖, 神圣)","sacred, holy",top8/160.mp3
探,"tàn (探, 探)","explore, stretch forward, visit, look for, call on, sound, stretch, stretch/pop forward, try to find out, survey, exploration, sounding, pop forward, pay a call on",top8/161.mp3
配,"pèi (配, 配)","match, find sth. to fit/replace sth. else, deserve, be worthy of, be qualified, compound, mix",top8/162.mp3
莫大,"mòdà (莫大, 莫大)","greatest, utmost",top8/163.mp3
美元,"měiyuán (美元, 美元)",U.S. dollar,top8/164.mp3
參展,"cānzhǎn (參展, 参展)",participate in exhibition,top8/165.mp3
前衛,"qiánwèi (前衛, 前卫)",avant garde,top8/166.mp3
淚,"lèi (淚, 泪)","tear, lachrymal, teardrop, brine, eyewater",top8/167.mp3
都會,"dūhuì (都會, 都会)","big city, city, metropolis",top8/168.mp3
閃,"shǎn (閃, 闪)","sprain, get out of the way, wink, shine, leave behind, have mishap, twist, sparkle, dodge, flash",top8/169.mp3
強勁,"qiángjìn (強勁, 强劲)","strong, forceful, sturdy, powerful",top8/170.mp3
清醒,"qīngxǐng (清醒, 清醒)","waken, wake up, sober up, be wide awake, be clear headed, wide",top8/171.mp3
拿去,"náqù (拿去, 拿去)","eloign, collar, take something to, take_away, take away",top8/172.mp3
華僑,"huá (華僑, 华侨)",overseas Chinese,top8/173.mp3
消基會,"xiāojīhuì (消基會, 消基会)",Consumer's Foundation,top8/174.mp3
活躍,"huóyuè (活躍, 活跃)","animate, kick around, active, invigoration, knock_about, cavort, enliven, vitalize, knock about, energize, flourish, invigorate, brighten, kick about, vitalization, vivify, move",top8/175.mp3
規範,"guīfàn (規範, 规范)","direct, formulate",top8/176.mp3
衍生,"yǎnshēng (衍生, 衍生)","derive, form",top8/177.mp3
東北,"dōngběi (東北, 东北)","Northeast China, Manchuria",top8/178.mp3
房價,"fángjià (房價, 房价)","house/apartment purchase price, house purchase price, apartment purchase price, house",top8/179.mp3
異國,"yìguó (異國, 异国)",foreign country,top8/180.mp3
巢,"cháo (巢, 巢)","nest, lair",top8/181.mp3
覓食,"mìshí (覓食, 觅食)","forage, scavenge, look for food, forage of animals",top8/182.mp3
設廠,"shèchǎng (設廠, 设厂)",build a factory,top8/183.mp3
更多,"gèngduō (更多, 更多)",more,top8/184.mp3
通車,"tōngchē (通車, 通车)","be open to traffic, have transport service",top8/185.mp3
明知,"míngzhī (明知, 明知)","know perfectly well, be fully aware",top8/186.mp3
特權,"tèquán (特權, 特权)","regalia, privilege, charter, freedom, vested interest, exclusive right, franchise, perquisite, liberty, peculiar, exclusive, prerogative, vested_interest, faculty, indulgence",top8/187.mp3
通話,"tōnghuà (通話, 通话)","converse, communicate by telephone",top8/188.mp3
起步,"qǐbù (起步, 起步)",start a task,top8/189.mp3
拿出來,"náchūlái (拿出來, 拿出来)","take_out, take out",top8/190.mp3
堆,"duī (堆, 堆)",pile/heap up,top8/191.mp3
率先,"shuàixiān (率先, 率先)",take lead/initiative,top8/192.mp3
地坪,"dìpíng (地坪, 地坪)","terrace, floor",top8/193.mp3
自認,"zìrèn (自認, 自认)","avow, be conscious, own, aware, resign oneself to, accept as unavoidable",top8/194.mp3
投注,"tóuzhù (投注, 投注)","throw into, throw one's energy/emotion into, throw one's emotion into, throw one's energy into, mortgage, emotion into, throw one's energy",top8/195.mp3
羽毛,"yǔmáo (羽毛, 羽毛)","plumage, feathering, plume, feather",top8/196.mp3
巡視,"xúnshì (巡視, 巡视)",make inspection tour,top8/197.mp3
供水,"gōngshuǐ (供水, 供水)",supply water,top8/198.mp3
好比,"hǎobǐ (好比, 好比)","like, may be likened to, be just like, can be compared to",top8/199.mp3
求,"qiú (求, 求)","request, entreat",top8/200.mp3
紅血球,"hóngxiěqiú (紅血球, 红血球)","red_blood_cell, erythrocyte, red blood cell",top8/201.mp3
血壓,"xiěyā (血壓, 血压)",blood pressure,top8/202.mp3
社會局,"shèhuìjú (社會局, 社会局)",Department of Social Welfare,top8/203.mp3
好萊塢,"hǎoláiwù (好萊塢, 好莱坞)",Hollywood,top8/204.mp3
成品,"chéngpǐn (成品, 成品)","end, end product, turnoff, end/finished product, finished product, facture",top8/205.mp3
相對論,"xiāngduìlùn (相對論, 相对论)","relativity, theory of relativity, relativism, relativistic, theory_of_relativity",top8/206.mp3
病變,"bìngbiàn (病變, 病变)",pathology,top8/207.mp3
建築,"jiànzhú (建築, 建筑)","build, construct, erect",top8/208.mp3
雄,"xióng (雄, 雄)","male, grand, imposing, powerful, mighty",top8/209.mp3
不平,"bùpíng (不平, 不平)",dissatisfaction,top8/210.mp3
總部,"zǒngbù (總部, 总部)","base of operations, head office, armory, base, headquarters",top8/211.mp3
遭遇,"zāoyū (遭遇, 遭遇)",vicissitudes of life,top8/212.mp3
遷移,"qiānyí (遷移, 迁移)","move, remove, migrate",top8/213.mp3
腐敗,"fǔbài (腐敗, 腐败)","rotten, putrid, decayed, corrupt",top8/214.mp3
市中心,"shìzhōngxīn (市中心, 市中心)","central city, municipal center, down_town, core city, city center, civic center, hub, civic_center, down town, town",top8/215.mp3
公所,"gōngsuǒ (公所, 公所)","public affairs office, administrative office",top8/216.mp3
歌唱,"gēchàng (歌唱, 歌唱)",sing,top8/217.mp3
不以為然,"bùyǐwéirán (不以為然, 不以为然)","disagree, not approve of, acceptable, object to, consider sth. not so, take exception to, right",top8/218.mp3
說出來,"shuōchūlái (說出來, 说出来)","come out with, speak up",top8/219.mp3
出色,"chūsè (出色, 出色)","outstanding, remarkable, splendid",top8/220.mp3
出發點,"chūfādiǎn (出發點, 出发点)","terminus a quo, base, takeoff, starting_point, start, starting_post, beachhead, springboard, starting, starting point, starting post",top8/221.mp3
工業局,"gōngyèjú (工業局, 工业局)",Industrial Development Bureau,top8/222.mp3
土木,"tǔmù (土木, 土木)","girder, construction, building",top8/223.mp3
中藥,"zhōngyào (中藥, 中药)",trad. Ch. medicine,top8/224.mp3
工夫,"gōngfū (工夫, 工夫)","workmanship, skill, art",top8/225.mp3
藍圖,"lántú (藍圖, 蓝图)","pattern, blueprint, cyanotype, design, project outline",top8/226.mp3
糟糕,"zāogāo (糟糕, 糟糕)","terrible, Too bad!, What a mess!",top8/227.mp3
女朋友,"nǔpéngyǒu (女朋友, 女朋友)","jane, girl, girl friend, lady friend, girlfriend, amie",top8/228.mp3
忍,"rěn (忍, 忍)","forbear, endure, put up with, be hardhearted enough to, hold back, bear, bide, toleration, tolerate, have the heart to, tolerance",top8/229.mp3
發佈,"fābù (發佈, 发佈)","issue, announce",top8/230.mp3
搬到,"bāndào (搬到, 搬到)",move,top8/231.mp3
菁英,"jīngyīng (菁英, 菁英)","elite, person of outstanding ability",top8/232.mp3
頒獎,"bānjiǎng (頒獎, 颁奖)",present reward/honor,top8/233.mp3
喲,"yāo (喲, 哟)",particle: expressing exclamation/warning/negative evaluation/etc.,top8/234.mp3
輪,"lún (輪, 轮)",m.[event],top8/235.mp3
起碼,"qǐmǎ (起碼, 起码)",at least,top8/236.mp3
親眼,"qīnyǎn (親眼, 亲眼)","with one's own eyes,  personally",top8/237.mp3
談話,"tánhuà (談話, 谈话)","talk, chat",top8/238.mp3
綽號,"chuòhào (綽號, 绰号)",nickname,top8/239.mp3
疑慮,"yílù (疑慮, 疑虑)","misgivings, doubts",top8/240.mp3
頻寬,"pínkuān (頻寬, 频宽)","channel capacity, broadband",top8/241.mp3
寧願,"níngyuàn (寧願, 宁愿)","prefer,  would rather, better, choose",top8/242.mp3
餐飲,"cānyǐn (餐飲, 餐饮)","catering, foods, table",top8/243.mp3
善惡,"shànè (善惡, 善恶)",good and evil,top8/244.mp3
定義,"dìngyì (定義, 定义)",define,top8/245.mp3
高市,"gāoshì (高市, 高市)",Kaohsiung city a city in Taiwan,top8/246.mp3
起飛,"qǐfēi (起飛, 起飞)",take off of planes/etc.,top8/247.mp3
追尋,"zhuīxún (追尋, 追寻)","pursue, search, track down",top8/248.mp3
國度,"guódù (國度, 国度)","country, state, nation, national expenditure",top8/249.mp3
拿,"ná (拿, 拿)",introducing instrument or target,top8/250.mp3
深感,"shēngǎn (深感, 深感)",feel deeply,top8/251.mp3
神明,"shénmíng (神明, 神明)","god, gods, divinities, deity, deities, divinity",top8/252.mp3
情侶,"qínglǔ (情侶, 情侣)","sweethearts, lovers",top8/253.mp3
透過,"tòuguò (透過, 透过)",seep through,top8/254.mp3
進場,"jìnchǎng (進場, 进场)",march into arena,top8/255.mp3
擔憂,"dānyōu (擔憂, 担忧)",be apprehensive,top8/256.mp3
聖經,"shèngjīng (聖經, 圣经)","Holy Scripture, bible, Word of God, Holy Bible, scriptural, Vulgate, Holy_Writ, testimony, book, writings of ancient sages, version, Holy Writ, Scripture, Word, scripture, Bible, Good Book",top8/257.mp3
崩潰,"bēngkuì (崩潰, 崩溃)","collapse, fall apart",top8/258.mp3
意圖,"yìtú (意圖, 意图)","intention, intent",top8/259.mp3
節約,"jiéyuē (節約, 节约)","economize, save",top8/260.mp3
訴說,"sùshuō (訴說, 诉说)","tell, relate, recount",top8/261.mp3
善意,"shànyì (善意, 善意)","good_faith, grace, good intention, benevolence, love, goodwill, good will",top8/262.mp3
黑暗,"hēiàn (黑暗, 黑暗)","dark aspect, seamy side",top8/263.mp3
傷口,"shāngkǒu (傷口, 伤口)","wound, cut",top8/264.mp3
黑面琵鷺,"hēimiànpílù (黑面琵鷺, 黑面琵鹭)",Black faced Spoonbill,top8/265.mp3
援助,"yuánzhù (援助, 援助)","support, aid",top8/266.mp3
維他命,"wéitāmìng (維他命, 维他命)","calciferol, vitamine, vitamin",top8/267.mp3
運轉,"yùnzhuǎn (運轉, 运转)","revolve, turn round, work, operate",top8/268.mp3
指稱,"zhǐchēng (指稱, 指称)","assert, declare, profess",top8/269.mp3
乖,"guāi (乖, 乖)","be at variance, well behaved, obedient, oppose",top8/270.mp3
改編,"gǎibiān (改編, 改编)","adapt, rearrange, revise",top8/271.mp3
決心,"juéxīn (決心, 决心)","decide, make up one's mind",top8/272.mp3
忠告,"zhōnggào (忠告, 忠告)","remonstrance, remonstration, monition, wind, admonishment, sincere advice, tip, steer, advice, advert, lead, rede, dehortation, expostulation, counsel, hint, admonition, exhortation, confidential information, pointer",top8/273.mp3
佳作,"jiāzuò (佳作, 佳作)","fine piece of writing, excellent work",top8/274.mp3
法師,"fǎshī (法師, 法师)","exorcist, reverend, rabbi, enchanter, monk, a title of respect for a Buddhist or Taoist priest, magus, Master title for Buddhist/Daoist priest , Master, master, Master",top8/275.mp3
刻,"kē (刻, 刻)","carve, engrave, cut",top8/276.mp3
彷彿,"fǎngfú (彷彿, 彷彿)","seem, as if",top8/277.mp3
面孔,"miànkǒng (面孔, 面孔)","phiz, face, physiognomy",top8/278.mp3
浪潮,"làngcháo (浪潮, 浪潮)","moving ridge, wave, tide",top8/279.mp3
研商,"yánshāng (研商, 研商)",study and discuss,top8/280.mp3
貫徹,"guànchè (貫徹, 贯彻)","carry out, implement",top8/281.mp3
美商,"měishāng (美商, 美商)","American business man, American merchants",top8/282.mp3
香蕉,"xiāngjiāo (香蕉, 香蕉)",banana,top8/283.mp3
香味,"xiāngwèi (香味, 香味)","spicery, incense, redolence, odor, aroma, spiciness, sweetness, fragrance, flavor, bouquet, sapidness, flavour, sapidity, perfume, spice, smell, snuff, scent, fragrancy, balm, nose, zest",top8/284.mp3
信號,"xìnhào (信號, 信号)","sign, cue, beacon, code, beacon fire, messenger, signal, semaphore, signaling, waft",top8/285.mp3
恐龍,"kǒnglóng (恐龍, 恐龙)","carnosaur, tyrannosaurus, Titanosaurus, dinosaur, dinosaurian",top8/286.mp3
流血,"liúxiě (流血, 流血)","shed blood, hemorrhage, bloody, bleed",top8/287.mp3
長城,"chángchéng (長城, 长城)","impregnable bulwark, the Great Wall, Great Wall",top8/288.mp3
食堂,"shítáng (食堂, 食堂)","mess_hall, eatery, hall, buttery, commissariat,  institutional dining room, mess hall, mess, refectory, dining room, canteen",top8/289.mp3
最少,"zuìshǎo (最少, 最少)",minimum,top8/290.mp3
斜,"xié (斜, 斜)","oblique, inclined, tilted",top8/291.mp3
業餘,"yèyū (業餘, 业余)","unpaid, dilettante, amateur, recreational",top8/292.mp3
空前,"kōngqián (空前, 空前)",unprecedented,top8/293.mp3
寶座,"bǎozuò (寶座, 宝座)",throne,top8/294.mp3
撥,"bō (撥, 拨)","move with hand/foot/stick/etc., turn, stir, poke",top8/295.mp3
體貼,"tǐtiē (體貼, 体贴)","be considerate,  be thoughtful",top8/296.mp3
轉身,"zhuǎnshēn (轉身, 转身)","turn round, go_about, face about, turn",top8/297.mp3
壞事,"huàishì (壞事, 坏事)","rascality, evildoing, misdoing, villainy, roguery, bad thing, malfeasance, evil deed, caper",top8/298.mp3
大展,"dàzhǎn (大展, 大展)",exhibition,top8/299.mp3
玉,"yū (玉, 玉)",jade,top8/300.mp3
民營化,"mínyínghuà (民營化, 民营化)","denationalize, privatize",top8/301.mp3
