key,alt,answer,audio
相處,"xiāngchǔ (相處, 相处)",get along with one another,top3/43.mp3
消費,"xiāofèi (消費, 消费)",expenditure,top3/44.mp3
激烈,"jīliè (激烈, 激烈)","drastic, fierce, heated, acute, sharp, intense",top3/45.mp3
付出,"fùchū (付出, 付出)","pay, expend",top3/46.mp3
競爭,"jìngzhēng (競爭, 竞争)",compete,top3/47.mp3
基金,"jījīn (基金, 基金)","finances, endowment fund, foundation, fundation, treasury, fund, corpus, endowment, exchequer, investment firm, investment trust, investment company",top3/48.mp3
好處,"hǎochù (好處, 好处)","pull, profit, advantage, stead, benefit, virtu, welfare, virtue, good, behoof, goodness, gain, pap, beauty, beaut",top3/49.mp3
作家,"zuòjiā (作家, 作家)","penster, scribe, ink slinger, pen, inkslinger, writer, wright, novelist, litterateur, literator, tragedian, composer, author, penman, biobibliography, bookman",top3/50.mp3
若是,"ruòshì (若是, 若是)","conj.: if, supposing",top3/51.mp3
金錢,"jīnqián (金錢, 金钱)","pewter, splosh, green, Oscar, siller, gelt, tin, coin, roll, dollar sign, funds, dollar mark, shekels, wealth, lucre, pecuniary, dinero, bankroll, dough, scratch, bread, means, moolah, shekel, shiner, cabbage, kale, spondulicks, pelf, oof, money, loot, wampum, brass, dollar",top3/52.mp3
落實,"luòshí (落實, 落实)","fix/decide in advance, ascertain, make sure, fulfill, implement, put into effect",top3/53.mp3
現有,"xiànyǒu (現有, 现有)","now available, existing",top3/54.mp3
等於,"děngyú (等於, 等于)","be equal to, tantamount to, equal, be equal, amount, reach, be, be equivalent",top3/55.mp3
懂得,"dǒngde (懂得, 懂得)","experience, know, live, understanding, understand, twig, gaum, grasp",top3/56.mp3
改進,"gǎijìn (改進, 改进)",improve,top3/57.mp3
分配,"fēnpèi (分配, 分配)","distribute, allot, assign",top3/58.mp3
購物,"gòuwù (購物, 购物)",shopping,top3/59.mp3
世紀,"shìjì (世紀, 世纪)","one C, centred, C, century, age, hundred, 100",top3/60.mp3
共識,"gòngshì (共識, 共识)","wavelength, common understanding, consensus",top3/61.mp3
航空,"hángkōng (航空, 航空)","air, aerospace, aerial, air travel, air power, aeronautical, navigation, voyage, aviation, aeronautic",top3/62.mp3
累積,"lěijī (累積, 累积)",accumulate,top3/63.mp3
法規,"fǎguī (法規, 法规)","rule of law, proscription, ordinance, codification, laws and regulations, law, legislation, interdiction, rule, code, statutes, statute, canon, legislative act, law",top3/64.mp3
程序,"chéngxù (程序, 程序)","rules of order, parliamentary law, instruction, process, procedure, agenda, instance, parliamentary procedure, system, order, proceeding, programme, method, sequence, course, program",top3/65.mp3
貢獻,"gòngxiàn (貢獻, 贡献)",contribution,top3/66.mp3
特質,"tèzhí (特質, 特质)","attribute, distinctive feature, make up, particularity, ethos, a speciality, point, lineament, colour, identification, property, distinction, thing, speciality, difference, specialty, character, idiosyncrasy, feeling of identity, distinctiveness, specialness, makeup, spot, dimension, peculiarity, quality",top3/67.mp3
任務,"rènwù (任務, 任务)","imperative, assignment, cue, duty assignment, task, service, chore, labor, errand, job, lookout, undertaking, mission, military mission, duty, project, role",top3/68.mp3
民意,"mínyì (民意, 民意)","public_opinion, popular will",top3/69.mp3
輕鬆,"qīngsōng (輕鬆, 轻松)","light, relaxed",top3/70.mp3
軍事,"jūnshì (軍事, 军事)","war, martial, military affairs, legion, military",top3/71.mp3
野生,"yěshēng (野生, 野生)","desert, wild, godforsaken, waste, feral, uncultivated",top3/72.mp3
道,"dào (道, 道)",m.[event],top3/73.mp3
形容,"xíngróng (形容, 形容)","characterize, description, describe",top3/74.mp3
展現,"zhǎnxiàn (展現, 展现)",unfold before one's eyes,top3/75.mp3
挑戰,"tiǎozhàn (挑戰, 挑战)",a challenge to battle/contest,top3/76.mp3
河,"hé (河, 河)","watercourse, stream, Yellow River, fluvial, river, drink",top3/77.mp3
起,"qǐ (起, 起)","to run up, to lift, to rise",top3/78.mp3
滿,"mǎn (滿, 满)","quite, very",top3/79.mp3
輛,"liàng (輛, 辆)",m.[general],top3/80.mp3
球,"qiú (球, 球)",ball,top3/81.mp3
同,"tóng (同, 同)","together, in common",top3/82.mp3
其次,"qícì (其次, 其次)","conj.: next, second",top3/83.mp3
統治,"tǒngzhì (統治, 统治)","dominate, rule",top3/84.mp3
跳,"tiào (跳, 跳)","ricochet, make omissions, sell grain, vault, hop, bounce, bound, omission, omit, palpitate, move up and down, skip",top3/85.mp3
嚴格,"yángé (嚴格, 严格)","rigorously enforce, rigorous, tight, grim, strict",top3/86.mp3
想起,"xiǎngqǐ (想起, 想起)","retrieve, think back, envisage, hit, echo, remember, think_of, call to mind, recall, recollect, think of",top3/87.mp3
樓,"lóu (樓, 楼)","storey, Lou, tower, superstructure, storied building, story, floor, Surname, a storied building",top3/88.mp3
修改,"xiūgǎi (修改, 修改)","revise, amend, alter",top3/89.mp3
投資人,"tóuzīrén (投資人, 投资人)",investor,top3/90.mp3
幫忙,"bāngmáng (幫忙, 帮忙)","assist, aid, smile, lend a hand, do a favour, help, oblige, give a",top3/91.mp3
類型,"lèixíng (類型, 类型)","category, species, genre, portrait, nature, stamp, cast, type",top3/92.mp3
波,"bō (波, 波)",m.[event],top3/93.mp3
毛,"máo (毛, 毛)","Mao, wool, bristle, nap, pilus, down, feather, mold, mildew, Surname, hair, 1 1 0 th yuan, 1 0",top3/94.mp3
飯店,"fàndiàn (飯店, 饭店)","restraurant, restaurant, hotel",top3/95.mp3
超越,"chāoyuè (超越, 超越)","overpass, get_ahead, outdo, overshoot, outstrip, overstep, excel, outgo, outgrow, outmatch, overpeer, surpass, tower, exceed, overrun, outrun, transcend, cut_across, forerun, outclass, soar, transgress, antecede, beggar, break, outdistance, surmount",top3/96.mp3
雨,"yǔ (雨, 雨)",rain,top3/97.mp3
必要,"bìyào (必要, 必要)",need,top3/98.mp3
旁邊,"pángbiān (旁邊, 旁边)","by the side of, side, adjacency, near by",top3/99.mp3
依然,"yīrán (依然, 依然)","notwithstanding, natheless, withal, even so, yet, nonetheless, nevertheless, all the same, however, still, as before",top3/100.mp3
看出,"kànchū (看出, 看出)","perceive, tell, see, espy, discover, discern, make out, descry",top3/101.mp3
旅行,"lǔxíng (旅行, 旅行)","travel, journey, tour",top3/102.mp3
熟悉,"shóuxī (熟悉, 熟悉)","know sth. well, know sb. well, get into, ken, have",top3/103.mp3
不同,"bùtóng (不同, 不同)",difference,top3/104.mp3
抓,"zhuā (抓, 抓)","clutch, cop, grab, press gang, scrape, arrest, hent, catch, pay special attention to, be responsible",top3/105.mp3
餐廳,"cāntīng (餐廳, 餐厅)","dining hall, restaurant, eating place, eating house, hall, dining_room, rathskeller, brasserie, dining room/hall, refectory, dining room, lunchroom, diner, inn",top3/106.mp3
不妨,"bùfáng (不妨, 不妨)","there is no harm in, might as",top3/107.mp3
平等,"píngděng (平等, 平等)",equal,top3/108.mp3
困難,"kùnnán (困難, 困难)","difficulty, straitened circumstances, dire straits",top3/109.mp3
顏色,"yánsè (顏色, 颜色)","companion, countenance, pigment, coloring, tincture, dyestuff, colour, facial expression, tinct, grain, colouring, color",top3/110.mp3
談到,"tándào (談到, 谈到)","cite, speak_to, name, hit, about, speak, refer, speak about, mention, advert, allude, speak_of, speak of, talk about, bring up, touch_on, touch on, touch",top3/111.mp3
彈性,"tánxìng (彈性, 弹性)",elasticity,top3/112.mp3
從此,"cóngcǐ (從此, 从此)","hereon, hence, henceforth, thereupon, therefrom, from now on, from then on",top3/113.mp3
哈,"hā (哈, 哈)","sound of laughter, haha",top3/114.mp3
待,"dài (待, 待)",till,top3/115.mp3
硬體,"yìngtǐ (硬體, 硬体)",hardware,top3/116.mp3
種子,"zhǒngzi (種子, 种子)","pippin, berry, pip, edible seed, key, spore, seed, canary seed",top3/117.mp3
份子,"fènzǐ (份子, 份子)","share for a joint undertaking, as",top3/118.mp3
命運,"mìngyùn (命運, 命运)","foredoom, lot, appointment, lottery, fortune, chance, dole, circumstances, allotment, predestination, cup, luck, fare, destiny, portion, kismet, fate, doom, line, fatality, weird, hazard, karma",top3/119.mp3
看起來,"kànqǐlái (看起來, 看起来)","it looks as if, on the face",top3/120.mp3
規範,"guīfàn (規範, 规范)","constraint, norm",top3/121.mp3
演奏,"yǎnzòu (演奏, 演奏)",give instrumental performance,top3/122.mp3
癌症,"yánzhèng (癌症, 癌症)","carcinomatosis, cancer",top3/123.mp3
藝術家,"yìshùjiā (藝術家, 艺术家)","poet, creative person, longhair, artist, painter",top3/124.mp3
過,"guò (過, 过)","too, excessively",top3/125.mp3
得以,"déyǐ (得以, 得以)","can, so that...can may ...",top3/126.mp3
日本人,"rìběnrén (日本人, 日本人)","Jap, Nipponese, Japanner, skibby, Nip, Japanese",top3/127.mp3
街,"jiē (街, 街)","county fair, fair, place, market, toby, street",top3/128.mp3
極為,"jíwéi (極為, 极为)","all, absolutely, extremely, dead, utterly, entirely, eminently, exceedingly, vitally, helluva, definitely, superlatively, totally, completely",top3/129.mp3
先進,"xiānjìn (先進, 先进)",advance,top3/130.mp3
難道,"nándào (難道, 难道)",Do you really mean to say,top3/131.mp3
出發,"chūfā (出發, 出发)","depart, get_off, proceed, take_the_road, part, set out, start from, start out, sidetrack, start/proceed from, stray, take the",top3/132.mp3
市府,"shìfǔ (市府, 市府)",city government,top3/133.mp3
諮詢,"zīxún (諮詢, 谘询)",seek counsel of,top3/134.mp3
嘴,"zuǐ (嘴, 嘴)","spigot, mug, rattletrap, kisser, trap, puss, visage, spile, nib, smiler, beak, countenance, snout, physiognomy, bill, cake hole, bazoo, spout, anything shaped or functioning like",top3/135.mp3
陪,"péi (陪, 陪)","companion, see, escort, accompany, keep ... company, keep sb. company, assist, keep company, compensate, company",top3/136.mp3
停,"tíng (停, 停)","stay, cease, put_off, cessation, stop, switch off, cheese, stop over, cut off, halt, turn off, lie at",top3/137.mp3
連接,"liánjiē (連接, 连接)","associate, coupled, conjoin, join, cable, interface, tie_in, joint, tie in, couple up, connect, bring together, couple, relate, conjunct, unite, couple_on, tie, couple on, attach, link",top3/138.mp3
外交,"wàijiāo (外交, 外交)","diplomatics, diplomatic negotiations, diplomacy, nonintervention, diplomatism, diplomatic, foreign affairs",top3/139.mp3
營業,"yíngyè (營業, 营业)",do business,top3/140.mp3
期待,"qídài (期待, 期待)",look forward to,top3/141.mp3
罵,"mà (罵, 骂)","chew_out, vituperate, dispraise, condemnation, condemn, baste, scold, rate, curse, tear_apart, chide, call names, abuse, reprove, rebuke, fling, thunder, reproof, swear",top3/142.mp3
授權,"shòuquán (授權, 授权)","empower, authorize",top3/143.mp3
面前,"miànqián (面前, 面前)","in_front, in front of, in the front of, in",top3/144.mp3
始終,"shǐzhōng (始終, 始终)","all_the_time, from beginning to end, from start to",top3/145.mp3
理解,"lǐjiě (理解, 理解)","understand, comprehend",top3/146.mp3
正好,"zhènghǎo (正好, 正好)","just, exactly",top3/147.mp3
多麼,"duóme (多麼, 多么)","to what extent, to what degree, however, what, how",top3/148.mp3
澳洲,"àozhōu (澳洲, 澳洲)",Australia,top3/149.mp3
特定,"tèdìng (特定, 特定)","specifically, ad hoc, given, specially designated, specific, specialized, ad hoc, specified",top3/150.mp3
縣長,"xiànzhǎng (縣長, 县长)","praefect, head of a county, county magistrate, county head/magistrate, magistrate, county",top3/151.mp3
認真,"rènzhēn (認真, 认真)","serious, earnest, take for real",top3/152.mp3
樂團,"yuètuán (樂團, 乐团)","orchestra, philharmonic orchestra, philharmonic society/orchestra, dance orchestra, dance band, band, philharmonic society",top3/153.mp3
主力,"zhǔlì (主力, 主力)","brunt, main force, backbone",top3/154.mp3
福利,"fúlì (福利, 福利)","well being, fringe_benefit, material benefits, social welfare, weal, welfare",top3/155.mp3
不得不,"bùdébù (不得不, 不得不)","cannot but, have to",top3/156.mp3
生意,"shēngyì (生意, 生意)","business enterprise, vocation, practice, merchant, dealing, patronage, deal, commercial enterprise, trade, biz, business, dealings, racket",top3/157.mp3
情,"qíng (情, 情)","sensibility, soil moisture content, affection, feeling, state of affairs, circumstances, interest, emotion, sentiment, condition, mood, situation, kindness, love, inclination, favour, passion",top3/158.mp3
從小,"cóngxiǎo (從小, 从小)","from childhood, as a child",top3/159.mp3
展出,"zhǎnchū (展出, 展出)",exhibit,top3/160.mp3
看看,"kànkàn (看看, 看看)","think, consider",top3/161.mp3
取代,"qǔdài (取代, 取代)","replace, substitute for, replacement, supersede, substitute, supersession, supplant, displace, preempt, outplace, take the place of, displacement",top3/162.mp3
全面,"quánmiàn (全面, 全面)","overall, comprehensive, all round, all out",top3/163.mp3
名稱,"míngchēng (名稱, 名称)","title, denotation, compellation, appellative, designation, name, denomination, calling, rubric, appellation",top3/164.mp3
隊,"duì (隊, 队)",m.[general],top3/165.mp3
派,"pài (派, 派)","send, dispatch, assign, appoint",top3/166.mp3
華人,"huárén (華人, 华人)","Chinese, Ch. people",top3/167.mp3
藉由,"jièyóu (藉由, 藉由)",depend/rely on,top3/168.mp3
生氣,"shēngqì (生氣, 生气)","get angry, be angry",top3/169.mp3
縣府,"xiànfǔ (縣府, 县府)",county government,top3/170.mp3
衝擊,"chōngjí (衝擊, 冲击)","lash, pound, charge, assault",top3/171.mp3
資產,"zīchǎn (資產, 资产)","resource, belongings, holding, material possession, asset, capital fund, competency, substance, property, capital, assets",top3/172.mp3
試,"shì (試, 试)","offer, attempt, essay, flesh, try, seek, assay, test",top3/173.mp3
發出,"fāchū (發出, 发出)","voice, send_out, give_forth, send out, exhale, sound, fetch, pass off, shoot, effuse, issue, emanate, raise, give, shed, send/give out, utter, go, escape, proceed, send, give forth, give_off, give off, fall, eradiate, emit, flash, scintillate, issue_forth, give_out, give",top3/174.mp3
毫無,"háowú (毫無, 毫无)",completely lack,top3/175.mp3
停止,"tíngzhǐ (停止, 停止)","cease, flunk, desist, pass, suspend, stint, pass_off, break_up, stash, cut, stay, cessation, adjourn, rain_out, give, detain, blow_over, seize, give up, balk, cheese, abstain, refrain, knock_off, rest, abandon, break, knock off, drop, go, tie_up, stop, interdict, strike, lay_off, stow, cut off, discontinue, pause, leave_off, leave off, set aside, give_out, cut_out, give_up, delay, quit, cut",top3/176.mp3
基地,"jīdì (基地, 基地)",base,top3/177.mp3
感動,"gǎndòng (感動, 感动)","be touched, be moved, affect, feel, stir, thrill, melt, magnetize, inspire, touch, reach, move",top3/178.mp3
矛盾,"máodùn (矛盾, 矛盾)",contradictory,top3/179.mp3
藥物,"yàowù (藥物, 药物)","healer, pharmic, medicine, druggery, curative, drug, pharmaceuticals, medicines, medicaments, medicinal, medicament, pharmaceutical, medication, remedy, drugs",top3/180.mp3
不幸,"búxìng (不幸, 不幸)",unfortunate,top3/181.mp3
改造,"gǎizào (改造, 改造)","recast, rebuild, re form, reconstruct, remake, transformation, remould, transmake, reform, transform, remodel, reorganize, retread, remold, remodify, reshape, remoulding, redo, alter, recreate, transmute, make over, refashion, revamp",top3/182.mp3
感覺,"gǎnjué (感覺, 感觉)","feel, perceive, become aware of",top3/183.mp3
董事長,"dǒngshìzhǎng (董事長, 董事长)",board chair,top3/184.mp3
競爭力,"jìngzhēnglì (競爭力, 竞争力)",competitive ability,top3/185.mp3
中間,"zhōngjiān (中間, 中间)","center, middle",top3/186.mp3
毛澤東,"máozédōng (毛澤東, 毛泽东)","CCP leader, founder of PRC",top3/187.mp3
痛,"tòng (痛, 痛)","ache, pain",top3/188.mp3
採購,"cǎigòu (採購, 采购)",choose and purchase,top3/189.mp3
堆,"duī (堆, 堆)",m.[proximation],top3/190.mp3
蛇,"shé (蛇, 蛇)","ophidian, serpent, Indian python, snake, Python molurus, viper",top3/191.mp3
有意,"yǒuyì (有意, 有意)","have a mind to, be interested in",top3/192.mp3
估計,"gūjì (估計, 估计)","forecast, set, evaluate, rate, gauge, measure, count, assess, calculate, estimate, reckon, appraisal, compute, estimated, value, appraise, put, overrate, make, place, size_up",top3/193.mp3
層次,"céngcì (層次, 层次)","administrative levels, rank order, arrangement, arrangement of ideas, stratification, levels, gradation, level, grade, hierarchy, coat, place",top3/194.mp3
主導,"zhǔdǎo (主導, 主导)","leading, dominant, guiding",top3/195.mp3
足夠,"zúgòu (足夠, 足够)","fully, enough, last, amply, suffice, sufficiently",top3/196.mp3
林,"lín (林, 林)","circle, group, forest, wood, woods, line, circles, grove, collection of literary works, Lin, Surname, forestry",top3/197.mp3
飯,"fàn (飯, 饭)","food, meal, repast, cooked rice or other cereals, dinner",top3/198.mp3
號,"hào (號, 号)",m.[general],top3/199.mp3
親自,"qīnzì (親自, 亲自)","personally, in person, firsthand",top3/200.mp3
等到,"děngdào (等到, 等到)",until,top3/201.mp3
便宜,"piányí (便宜, 便宜)",cheap,top3/202.mp3
更為,"gèngwéi (更為, 更为)",even more,top3/203.mp3
天空,"tiānkōng (天空, 天空)","firmament, heavenly, empyrean, heavens, welkin, blue, canopy, cloud, the heavens, vault, air, sky, the sky, Aether, wild blue yonder, blue air, heaven, blue",top3/204.mp3
反彈,"fǎntán (反彈, 反弹)",rebound,top3/205.mp3
似,"sì (似, 似)","be similar/like, seem, appear",top3/206.mp3
些,"xiē (些, 些)",a little bit,top3/207.mp3
爸,"bà (爸, 爸)","papa, dad, father",top3/208.mp3
訓練,"xùnliàn (訓練, 训练)","train, drill",top3/209.mp3
尋求,"xúnqiú (尋求, 寻求)","seek, explore",top3/210.mp3
手法,"shǒufǎ (手法, 手法)","manoeuvering, artifice, manner, hanky panky, legerdemain, tactical manoeuver, trick, tactical maneuver, maneuver, technique, play, tactic, manoeuvre, modus_operandi, prestidigitation, stroke, tact, skill, maneuvering, sleight, implement, touch, gimmick",top3/211.mp3
私人,"sīrén (私人, 私人)","one's own man, private, personal relative, personal friend/relative, personal friend, confidant",top3/212.mp3
光碟,"guāngdié (光碟, 光碟)","compact disk, compact disc, CD ROM, compact_disk, CD",top3/213.mp3
立法院,"lìfǎyuàn (立法院, 立法院)","general assembly, Legislative House, law makers, Legislative Yuan/House, Legislative Yuan, legislature, House, legislative",top3/214.mp3
組合,"zǔhé (組合, 组合)","make up, compose, unite",top3/215.mp3
稍,"shāo (稍, 稍)","a little bit, any, slightly, a little, mezzo, poco, a bit",top3/216.mp3
層面,"céngmiàn (層面, 层面)","storey, level, side, story, range, floor, coverage",top3/217.mp3
中研院,"zhōngyányuàn (中研院, 中研院)",Academia Sinica,top3/218.mp3
困擾,"kùnrǎo (困擾, 困扰)","perplexity, puzzle",top3/219.mp3
熱鬧,"rènào (熱鬧, 热闹)","lively, buzzing with excitement",top3/220.mp3
日後,"rìhòu (日後, 日后)",in the future,top3/221.mp3
實,"shí (實, 实)","truely, really, actually",top3/222.mp3
喜愛,"xǐài (喜愛, 喜爱)","like, love, be fond of",top3/223.mp3
時,"shí (時, 时)","time when , period, hour",top3/224.mp3
美好,"měihǎo (美好, 美好)","fine, happy, glorious",top3/225.mp3
機車,"jīchē (機車, 机车)","motorbike, motorcycle, put put, pig, loco, engine, locomotive",top3/226.mp3
韓國,"hánguó (韓國, 韩国)","South Korea, Corea, Korea, ROK, Korean",top3/227.mp3
收入,"shōurù (收入, 收入)","earning, incoming, gainings, finance, ingathering, proceed, receipts, income, coming in, taking, pocket, earnings, fruit, revenue, proceeds, living",top3/228.mp3
議員,"yìyuán (議員, 议员)","councillor, member of legislative body, deputy, councilman, council member, legislator, solon, Congresswoman, Member of",top3/229.mp3
衛星,"wèixīng (衛星, 卫星)","man made satellite, artificial satellite, moon, acolyte, satellite",top3/230.mp3
勝,"shèng (勝, 胜)","be superior to, surpass, succeed, win victory, be victorious, get the",top3/231.mp3
註,"zhù (註, 注)","explanatory note, annotation",top3/232.mp3
徹底,"chèdǐ (徹底, 彻底)","thorough, drastic, exhaustive, outright, complete",top3/233.mp3
預定,"yūdìng (預定, 预定)","predetermination, predetermine, forespeak, preordain, engage, budget, reserve, phase, slate, fix in advance, predestine, state, preconcert, prearrange, take, schedule, destine, bespeak, foreordain, predestinate",top3/234.mp3
房屋,"fángwū (房屋, 房屋)","casa, premises, buildings, digging, houses, housing, tenement, house",top3/235.mp3
提醒,"tíxǐng (提醒, 提醒)","remind, warn, alert to",top3/236.mp3
蓋,"gài (蓋, 盖)","cover, seal, affix seal, surpass, top,",top3/237.mp3
營運,"yíngyùn (營運, 营运)","operation, orbit, be in motion, gravitate, run a program",top3/238.mp3
所在,"suǒzài (所在, 所在)","ubiety, location, place, locality",top3/239.mp3
詳細,"xiángxì (詳細, 详细)","detailed, minute",top3/240.mp3
結論,"jiélùn (結論, 结论)","ultimate, sequitur, consequent, ending, close, inference, closing, end matter, afterword, consequence, verdict, finality, back matter, conclusion, peroration, summation, summing up, end, upshot, illation, outcome, conclusion of",top3/241.mp3
反正,"fǎnzhèng (反正, 反正)","anyway, anyhow, in any case",top3/242.mp3
牛,"nióu (牛, 牛)","ox, cattle, cow",top3/243.mp3
右,"yòu (右, 右)","right side as side of precedence, right",top3/244.mp3
廣泛,"guǎngfàn (廣泛, 广泛)","extensive, wide ranging",top3/245.mp3
愉快,"yūkuài (愉快, 愉快)","be happy, be cheerful",top3/246.mp3
陣,"zhèn (陣, 阵)",m.[event],top3/247.mp3
優勢,"yōushì (優勢, 优势)","ascendence, laterality, preponderancy, vantage, ascendancy, ascendent, transcendency, dominance, predominance, draw, gree, upper_hand, prevalence, advantage, mastery, ascendency, supremacy, advantageousness, control, preeminence, dominion, jump, edge, better, deadwood, overweight, superiority, domination, sovereignty, preponderance, ascendance, transcendence, prepotency, hank, asce",top3/248.mp3
流程,"liúchéng (流程, 流程)","workflow, course of river, technological process, process, driftage, manufacturing/technological process/workflow, etc.",top3/249.mp3
搭,"dā (搭, 搭)","put up, construct, join together, add money/etc.",top3/250.mp3
階級,"jiējí (階級, 阶级)","state, social class, degree, people, gradation, echelon, persuasion, position, order, class, remove, social status, notch, parity, social rank, sort, step, condition, rank, social station",top3/251.mp3
境界,"jìngjiè (境界, 境界)","confine, state, delimitation, extent reached, ambit, bourne, realm, hem, boundary, bourn, plane attained, region, precinct, mete, division",top3/252.mp3
大部份,"dàbùfèn (大部份, 大部份)","most, gross, heft, generality, mass, majority, det.: most of, the majority of, bulk",top3/253.mp3
限制,"xiànzhì (限制, 限制)","restrict, confine",top3/254.mp3
連續,"liánxù (連續, 连续)","continuously, successively",top3/255.mp3
客人,"kèrén (客人, 客人)","stranger, guest, caller, client, visitant, invitee, company, visitor",top3/256.mp3
秩序,"zhìxù (秩序, 秩序)","order, sequence",top3/257.mp3
力,"lì (力, 力)","power, strength, ability, force, physical strength",top3/258.mp3
這兒,"zhèēr (這兒, 这儿)","now, here",top3/259.mp3
養,"yǎng (養, 养)","keep in good repair, keep, cultivate, cultivation, form, maintenance, foster, give birth to, convalesce, sustain, nourish, support, provide",top3/260.mp3
保守,"bǎoshǒu (保守, 保守)",conservative,top3/261.mp3
過去,"guòqù (過去, 过去)","go over, pass by",top3/262.mp3
市立,"shìlì (市立, 市立)","city established, municipal",top3/263.mp3
引發,"yǐnfā (引發, 引发)","trigger, motivate, set, evoke, initiate, evoke emotion, initiation",top3/264.mp3
東方,"dōngfāng (東方, 东方)","oriental, dawning, northeast, eastward, E, Orient, orient, orientation, the Orient, Surname, sunrise, eastern, eastern hemisphere, Dongfang, due east, East, the East, east, the east",top3/265.mp3
大盤,"dàpán (大盤, 大盘)","grail, market quotation, current price",top3/266.mp3
奧會,"àohuì (奧會, 奥会)",International Olympic Committee,top3/267.mp3
財務,"cáiwù (財務, 财务)","finance, financial affairs, financial",top3/268.mp3
經歷,"jīnglì (經歷, 经历)","go through, undergo, experience",top3/269.mp3
面,"miàn (面, 面)",m.[general],top3/270.mp3
錯誤,"cuòwù (錯誤, 错误)","error, blunder",top3/271.mp3
爺爺,"yéyé (爺爺, 爷爷)","grandad, Grandpa, granddad, grandpa, paternal grandfather, gramps, granddaddy, grandfather",top3/272.mp3
國會,"guóhuì (國會, 国会)","Storthing, Oireachtas, Cortes, Congress, congress, diet, the Diet, duma, congressional, Capitol, parliament, house",top3/273.mp3
