key,alt,answer,audio
操場,"cāochǎng (操場, 操场)","schoolyard, school ground, school yard, drill ground, sportsground, playing field, playground, sports ground",top6/28.mp3
傷,"shāng (傷, 伤)","injure, wound, fall ill from, damage, harm",top6/29.mp3
節奏,"jiézòu (節奏, 节奏)","pacing, cadency, musical rhythm, pulse, speech rhythm, rhythm, regular recurrence, pulsation, beat, pace, movement, tune, cadence, clip, tempo",top6/30.mp3
匯率,"huìlù (匯率, 汇率)","interchange, exchange rate, rate of exchange, exchange, exchange_rate",top6/31.mp3
提起,"tíqǐ (提起, 提起)","mention, speak of",top6/32.mp3
廢水,"fèishuǐ (廢水, 废水)","drainage, liquid waste, wastewater, sewer water, effluent, waste water",top6/33.mp3
遇,"yū (遇, 遇)","meet, encounter, treat, receive",top6/34.mp3
環,"huán (環, 环)","ring, link",top6/35.mp3
螞蟻,"mǎyǐ (螞蟻, 蚂蚁)","emmet, pismire, ant, carpenter ant",top6/36.mp3
精力,"jīnglì (精力, 精力)","stamina, get",top6/37.mp3
上任,"shàngrèn (上任, 上任)","take up an official post, assume post, incept, assume office",top6/38.mp3
全面,"quánmiàn (全面, 全面)",omnibearing,top6/39.mp3
上台,"shàngtái (上台, 上台)",enter,top6/40.mp3
水質,"shuǐzhí (水質, 水质)",water quality,top6/41.mp3
陷阱,"xiànjǐng (陷阱, 陷阱)","sweetener, pit, pitfall, hook, lure, trap, cobweb, shoal, trapan, booby_trap, noose, come",top6/42.mp3
變數,"biànshù (變數, 变数)","variant, variable, pronumeral, variate, parameter, random variable",top6/43.mp3
規畫,"guīhuà (規畫, 规画)","program, plan",top6/44.mp3
糧,"liáng (糧, 粮)","grain tax in kind, provisions, food, viand, grain",top6/45.mp3
侵略,"qīnluè (侵略, 侵略)",invade,top6/46.mp3
西部,"xībù (西部, 西部)","western part, West, westward, west, the west",top6/47.mp3
好手,"hǎoshǒu (好手, 好手)","expert, professional, shake, good hand, past master",top6/48.mp3
告知,"gàozhī (告知, 告知)","acknowledge, expose, divulge, disclose, intimation, notify, impart, inform, communicate, apprize, notification, advise, give notice, assure, reveal, let on, tell, discover, acquaint, let out, send word, declare, instruct, apprise, break, give away, bring out",top6/49.mp3
退,"tuì (退, 退)","retreat, retire, decline, ebb",top6/50.mp3
交易所,"jiāoyìsuǒ (交易所, 交易所)","trading_post, rialto, floor, exchange , place, , exchange, securities industry, market",top6/51.mp3
乾,"gān (乾, 干)",dry,top6/52.mp3
留學生,"liúxuéshēng (留學生, 留学生)","student studying abroad, returned student",top6/53.mp3
修飾語,"xiūshìyǔ (修飾語, 修饰语)","adjunct, qualifier, attributive, epanorthosis, modifier",top6/54.mp3
容納,"róngnà (容納, 容纳)","have capacity for, receive, admit, take, accommodate, store, recipient, seat, hold, accept, carry, bear, contain, have a capacity of",top6/55.mp3
很少,"hěnshǎo (很少, 很少)","little, few, not much/many",top6/56.mp3
挖掘,"wājué (挖掘, 挖掘)","excavate, unearth",top6/57.mp3
近,"jìn (近, 近)","approach/reach , a particular level or state, ",top6/58.mp3
連接詞,"liánjiēcí (連接詞, 连接词)","connective, conjunctive, conjunction",top6/59.mp3
從不,"cóngbù (從不, 从不)","ne'er, never",top6/60.mp3
淡水,"dànshuǐ (淡水, 淡水)","Tamshui , a town in Taiwan, ",top6/61.mp3
清,"qīng (清, 清)","pure, clean, fresh, cool, lonely, poor",top6/62.mp3
孟子,"mèngzi5 (孟子, 孟子)","Mengtse, Mencius, Mencius , philosopher who expounded on Dao or Way of Life, ",top6/63.mp3
穩,"wěn (穩, 稳)","firm, stable, steady, staid, sedate, sure, certain",top6/64.mp3
戰後,"zhànhòu (戰後, 战后)",postwar,top6/65.mp3
福,"fú (福, 福)","felicity, happiness, blessing, good fortune",top6/66.mp3
鴨,"yā (鴨, 鸭)","drake, duckling, duck",top6/67.mp3
營造,"yíngzào (營造, 营造)","construct, build",top6/68.mp3
機制,"jīzhì (機制, 机制)",mechanism,top6/69.mp3
機率,"jīlù (機率, 机率)",probability,top6/70.mp3
賦予,"fùyǔ (賦予, 赋予)","indue, endow, lend, girt, gift, endue, entrust, inspire, give, impart, confer, grant",top6/71.mp3
職員,"zhíyuán (職員, 职员)","employee, servant, official, staff member, retainer, functionary, operative, office employees, officeholder, personnel, officer, staff_member, office worker, clerk, staffer",top6/72.mp3
現任,"xiànrèn (現任, 现任)","be incumbent, be currently in office",top6/73.mp3
錄音帶,"lùyīndài (錄音帶, 录音带)","magnetic_tape, tape recording, audiotape, magnetic tape, tape, recording, taping",top6/74.mp3
外籍,"wàijí (外籍, 外籍)",foreign nationality,top6/75.mp3
薄,"bó (薄, 薄)","lacking in warmth, infertile, light, cold, weak, thin, despise, flimsy",top6/76.mp3
時時,"shíshí (時時, 时时)","always, constantly, often",top6/77.mp3
事務所,"shìwùsuǒ (事務所, 事务所)","office, business office, business premises",top6/78.mp3
扭曲,"niǒuqū (扭曲, 扭曲)",distort,top6/79.mp3
叔叔,"shúshú (叔叔, 叔叔)","father's younger brother, uncle, uncle , child's address for young males, ",top6/80.mp3
延伸,"yánshēn (延伸, 延伸)","extend, stretch",top6/81.mp3
哎呀,"āiyā (哎呀, 哎呀)","jeez, of wonder, alas, wirra, swounds, lummy, shock, admiration",top6/82.mp3
流動,"liúdòng (流動, 流动)","flow, go from place to place",top6/83.mp3
原諒,"yuánliàng (原諒, 原谅)","excuse, pardon",top6/84.mp3
哩,"li5 (哩, 哩)",particle: expressing exclamation,top6/85.mp3
氣勢,"qìshì (氣勢, 气势)","air, powder, imposing manner, aura, manner, pith, vigor, atmosphere, vigour, verve, vehemence, fervor, momentum",top6/86.mp3
畢業生,"bìyèshēng (畢業生, 毕业生)","alumnus, postgraduate, grad, alum, alumna, graduating class, graduate",top6/87.mp3
宗旨,"zōngzhǐ (宗旨, 宗旨)","animus, object, purpose, aim, religion, bearing",top6/88.mp3
關愛,"guānài (關愛, 关爱)",care for,top6/89.mp3
遺傳,"yíchuán (遺傳, 遗传)","bequeath, pass on to next generation",top6/90.mp3
包袱,"bāofú (包袱, 包袱)","cloth wrapper,  bundle wrapped in cloth,  burden,  millstone round one's neck,  punch line , in cross",top6/91.mp3
壟斷,"lǒngduàn (壟斷, 垄断)",monopolize,top6/92.mp3
講到,"jiǎngdào (講到, 讲到)","mention, observe, remark, note, refer to",top6/93.mp3
聯賽,"liánsài (聯賽, 联赛)","loop, league matches, league match",top6/94.mp3
辯論,"biànlùn (辯論, 辩论)","argue, debate",top6/95.mp3
瘦,"shòu (瘦, 瘦)","skinny, emaciated, thin, waste, lean , of meat, ",top6/96.mp3
指令,"zhǐlìng (指令, 指令)","directive, instruction, dictation, bid, decree, rescript, fiat, injunction, dictate, instructions, order, bidding, mandate, command, edict",top6/97.mp3
皮,"pí (皮, 皮)","skin, leather, hide, wrapper, surface, thin/flat pieces/sheets, rubber",top6/98.mp3
圖形,"túxíng (圖形, 图形)","motif, delineation, pattern, picture, fig, icon, graphical, graph, design, figure, sketch, construct, diagram, drawing",top6/99.mp3
善用,"shànyòng (善用, 善用)","take, make good use of",top6/100.mp3
地步,"dìbù (地步, 地步)","state, situation, extent, plight, condition",top6/101.mp3
怪,"guài (怪, 怪)","surprising, strange",top6/102.mp3
威脅,"wēixié (威脅, 威胁)","menace, imperil",top6/103.mp3
要不然,"yàobùrán (要不然, 要不然)","conj.: otherwise, or else, or",top6/104.mp3
後悔,"hòuhuǐ (後悔, 后悔)","regret, repent",top6/105.mp3
金牌,"jīnpái (金牌, 金牌)",gold medal,top6/106.mp3
毒,"dú (毒, 毒)","poison, toxin, narcotics",top6/107.mp3
清晰,"qīngxī (清晰, 清晰)","distinct, clear , of sound/view, ",top6/108.mp3
草原,"cǎoyuán (草原, 草原)","veld, ley, steppe, plain, pastureland, pasture, grassland, lea, grass, campo, prairie, grazing land, grasslands",top6/109.mp3
立體,"lìtǐ (立體, 立体)",three,top6/110.mp3
幼兒,"yòuér (幼兒, 幼儿)","babe, papoose, cheeper, child, nursling, infant, bairn, nurseling, cub, youngling",top6/111.mp3
潛水,"qiánshuǐ (潛水, 潜水)","dive, go under water",top6/112.mp3
矮,"ǎi (矮, 矮)","short , of stature, , low",top6/113.mp3
據點,"jùdiǎn (據點, 据点)","bridgehead, lodgment, fortified point, base, redoubt, foothold, lodging, lodgement, beachhead, strongpoint, stronghold",top6/114.mp3
賠償,"péicháng (賠償, 赔偿)","compensate, pay for",top6/115.mp3
碗,"wǎn (碗, 碗)",m.[container],top6/116.mp3
精采,"jīngcǎi (精采, 精采)","brilliant, splendid",top6/117.mp3
頻頻,"pínpín (頻頻, 频频)","again and again, repeatedly",top6/118.mp3
對話,"duìhuà (對話, 对话)",dialogue,top6/119.mp3
獲利,"huòlì (獲利, 获利)",obtain profit,top6/120.mp3
隱藏,"yǐncáng (隱藏, 隐藏)","cache, hold back, hidden, blot_out, suppress, disguise, concealment, remain under cover, lurk, secrete, reserve, recess, hoodwink, dissemble, stash, veil, hold in, bury, hide, conceal, occult, mask, ensconce, cover_up, palliate, obscure, hoard",top6/121.mp3
召集人,"zhàojírén (召集人, 召集人)",convener,top6/122.mp3
加工,"jiāgōng (加工, 加工)",process,top6/123.mp3
主婦,"zhǔfù (主婦, 主妇)","housewife,  hostess",top6/124.mp3
補,"bǔ (補, 补)","mend, patch, nourish, supplementary",top6/125.mp3
地址,"dìzhǐ (地址, 地址)","location, domicile, street address, address, name and address, destination",top6/126.mp3
大為,"dàwéi (大為, 大为)","greatly,  markedly,  significantly",top6/127.mp3
抗爭,"kàngzhēng (抗爭, 抗争)","resistance, struggle, resist, contend, make a stand against, make stand against, oppose",top6/128.mp3
初步,"chūbù (初步, 初步)","initial, preliminary, tentative",top6/129.mp3
碰,"pèng (碰, 碰)","explore, stub, paw, encounter, knock against, partake, run into, take one's chance, knock, disturb, touch, meet, bump",top6/130.mp3
佔有率,"zhànyǒulù (佔有率, 佔有率)",possessed rate,top6/131.mp3
均衡,"jūnhéng (均衡, 均衡)",balance,top6/132.mp3
抗戰,"kàngzhàn (抗戰, 抗战)","fight, war of resistance",top6/133.mp3
毒品,"dúpǐn (毒品, 毒品)","kif, kaif, narcotics, drug, weed, grass, narcotic drugs, drugs",top6/134.mp3
甚至於,"shènzhìyú (甚至於, 甚至于)","even , to the point of, , so much so that",top6/135.mp3
盛行,"shèngxíng (盛行, 盛行)","be current, be in vogue",top6/136.mp3
訊號,"xùnhào (訊號, 讯号)",signal,top6/137.mp3
服用,"fúyòng (服用, 服用)","take, use, take , medicine, ",top6/138.mp3
班級,"bānjí (班級, 班级)",classes and grades in school,top6/139.mp3
授課,"shòukè (授課, 授课)","give lectures, give lessons",top6/140.mp3
動人,"dòngrén (動人, 动人)","moving, fetch, emotional, attractive, touching",top6/141.mp3
現狀,"xiànzhuàng (現狀, 现状)","circumstance, present conditions, actuality, current status, present situation, status_quo, status quo",top6/142.mp3
曲子,"qǔzi5 (曲子, 曲子)","melody, song, tonal pattern, tune",top6/143.mp3
外人,"wàirén (外人, 外人)","inconnu, alien, outsider, stranger, bystander, foreigner",top6/144.mp3
反抗,"fǎnkàng (反抗, 反抗)","revolt,  resist",top6/145.mp3
中原,"zhōngyuán (中原, 中原)",Central Plains,top6/146.mp3
只得,"zhǐdé (只得, 只得)",have to,top6/147.mp3
刊登,"kāndēng (刊登, 刊登)",publish in periodical,top6/148.mp3
蓬勃,"péngbó (蓬勃, 蓬勃)","full of vitality, vigorous, rising, flourishing",top6/149.mp3
變,"biàn (變, 变)","become, change into",top6/150.mp3
簽名,"qiānmíng (簽名, 签名)","sign one's name, autograph",top6/151.mp3
證明,"zhèngmíng (證明, 证明)","certificate, identification, testimonial, proof",top6/152.mp3
簽訂,"qiāndìng (簽訂, 签订)","conclude and sign , treaty/contract/etc., ",top6/153.mp3
聯誼會,"liányíhuì (聯誼會, 联谊会)","sociable, friendship association, mixer, social affair, social_gathering, social gathering, social, get",top6/154.mp3
說來,"shuōlái (說來, 说来)",having brought this up...,top6/155.mp3
男友,"nányǒu (男友, 男友)",boyfriend,top6/156.mp3
香,"xiāng (香, 香)","fragrant, scented, savory, appetizing, popular, welcome",top6/157.mp3
演變,"yǎnbiàn (演變, 演变)",transmute,top6/158.mp3
困擾,"kùnrǎo (困擾, 困扰)","perplex, puzzle",top6/159.mp3
妥協,"tuǒxié (妥協, 妥协)","come to terms, compromise",top6/160.mp3
長江,"chángjiāng (長江, 长江)","Yangtze_River, Yangtze Kiang, Kiang, Yangtze, the Changjiang River, Yangtze River, Chang, Yangtze river, the Yangtse River",top6/161.mp3
骨髓,"gǔsuí (骨髓, 骨髓)","medullary, bone marrow, marrow, bone_marrow, marrowbone, medulla, medulla oblongata, bulb",top6/162.mp3
神奇,"shénqí (神奇, 神奇)","magical, mystical, miraculous",top6/163.mp3
理,"lǐ (理, 理)","texture, grain , in wood/etc., , reason, logic, truth, natural science , esp. physics, , law, principle, doctrine, theory",top6/164.mp3
靠近,"kàojìn (靠近, 靠近)","come near, hug, stand_by, come on, nigh, snuggle, go up, be close to, near, be nearby, approach, draw near, cling, meet",top6/165.mp3
溪,"xī (溪, 溪)","stream, rivulet, brook, runnel, runlet, crick, creek, small stream",top6/166.mp3
醒來,"xǐnglái (醒來, 醒来)","waken, awaken, rouse, wake up, wake",top6/167.mp3
球隊,"qiúduì (球隊, 球队)","side, team, ball game team",top6/168.mp3
說謊,"shuōhuǎng (說謊, 说谎)","prevaricate, fable, lie, tell a lie, falsify",top6/169.mp3
臺中,"táizhōng (臺中, 台中)","Taichung , big city in Taiwan, ",top6/170.mp3
衝動,"chōngdòng (衝動, 冲动)","get excited, be impetuous",top6/171.mp3
總幹事,"zǒnggànshì (總幹事, 总干事)","general_manager, director general, general manager",top6/172.mp3
寧可,"níngkě (寧可, 宁可)",", would,  rather, better",top6/173.mp3
農場,"nóngchǎng (農場, 农场)","rancher, pen, farming, wick, ranch, hacienda, grange, farm, homestead, farmstead, plantation, steading, land",top6/174.mp3
誠懇,"chéngkěn (誠懇, 诚恳)",sincere,top6/175.mp3
回顧,"huígù (回顧, 回顾)","look back, review",top6/176.mp3
心聲,"xīnshēng (心聲, 心声)","heartfelt wish,  aspiration,  thinking",top6/177.mp3
華視,"huáshì (華視, 华视)",China TV station,top6/178.mp3
上司,"shàngsī (上司, 上司)","superior,  boss",top6/179.mp3
只,"zhǐ (只, 只)",m.[general],top6/180.mp3
分辨,"fēnbiàn (分辨, 分辨)","distinguish,  differentiate",top6/181.mp3
毛,"máo (毛, 毛)","hair,  feather,  down,  wool,  mildew,  mold,  Surname",top6/182.mp3
主管,"zhǔguǎn (主管, 主管)","be in charge of, be responsible for",top6/183.mp3
分手,"fēnshǒu (分手, 分手)","part, part company, separate, say good",top6/184.mp3
喜,"xǐ (喜, 喜)","delighted, pleased, like, be fond of, be keen on, happy",top6/185.mp3
田野,"tiányě (田野, 田野)","countryside, open country, field, infield",top6/186.mp3
緊緊,"jǐnjǐn (緊緊, 紧紧)","closely, tightly",top6/187.mp3
一共,"yīgòng (一共, 一共)","altogether,  in all,  all told",top6/188.mp3
型式,"xíngshì (型式, 型式)","pattern, form, shape, style, mold, precept, mold",top6/189.mp3
有意思,"yǒuyìsī (有意思, 有意思)","interesting, meaningful, enjoyable",top6/190.mp3
然,"rán (然, 然)","conj.: however, but",top6/191.mp3
君,"38139 (君, 君)","gentleman, sir, monarch, sovereign, supreme ruler",top6/192.mp3
具,"jù (具, 具)",m.[general],top6/193.mp3
度假,"dùjià (度假, 度假)",spend one's holidays,top6/194.mp3
根源,"gēnyuán (根源, 根源)","rootage, parent, origin, spore, source, rootstock, germ, springhead, cradle, whence, paternity, spawn, mother, root, seed, fount, fountainhead",top6/195.mp3
島嶼,"dǎoyǔ (島嶼, 岛屿)","island, islands, islands and islets, isle",top6/196.mp3
部位,"bùwèi (部位, 部位)","segment, part, capsule, aspect, position, region, situs, place",top6/197.mp3
溫和,"wēnhé (溫和, 温和)","mild, moderate, temperate, tame, gentle",top6/198.mp3
細菌,"xìjùn (細菌, 细菌)","bacillus, bacilli, bacteria, B, bacteriological, microbe, contaminant, bacterium, clump, germ, microphyte, bacterial",top6/199.mp3
情節,"qíngjié (情節, 情节)","plot, verisimilitude, buildup, scenario, literary argument, argument, circumstances, story, clue, intrigue, details, action",top6/200.mp3
情態,"qíngtài (情態, 情态)","mood, situation, demeanor, spirit, modal, condition",top6/201.mp3
造形,"zàoxíng (造形, 造形)","modelling, mold",top6/202.mp3
國防部,"guófángbù (國防部, 国防部)",Ministry of Defense,top6/203.mp3
逾,"yū (逾, 逾)","exceed, go beyond, become even more",top6/204.mp3
殺死,"shāsǐ (殺死, 杀死)","croak, crease, devitalize, blast, account_for, mow_down, zap, despatch, martyr, finish_off, do_away_with, unlive, slay, kill, murder, take",top6/205.mp3
法案,"fǎàn (法案, 法案)","bill, act, proposed law, proposed bill, proposed law/bill",top6/206.mp3
語音,"yǔyīn (語音, 语音)","spoken pronunciation of characters, pronunciation, spoken , vs. written,  pronunciation of characters, speech sounds, phonetic",top6/207.mp3
遠景,"yuǎnjǐng (遠景, 远景)","distant view, long shot, futurity, vista, lookout, distance, perspective, prospect, long",top6/208.mp3
適時,"shìshí (適時, 适时)","at right moment, early, timely, betimes",top6/209.mp3
歌手,"gēshǒu (歌手, 歌手)","warbler, voice, vocalist, singer, bulbul, performer, lark, songster",top6/210.mp3
熱情,"rèqíng (熱情, 热情)","enthusiasm, passion",top6/211.mp3
選購,"xuǎngòu (選購, 选购)",choose and buy,top6/212.mp3
輻射,"fúshè (輻射, 辐射)","radiancy, Geigers, radiation, radiant",top6/213.mp3
親友,"qīnyǒu (親友, 亲友)","gossip, kith, hail",top6/214.mp3
短暫,"duǎnzhàn (短暫, 短暂)","fleet, of short duration, brief, transient",top6/215.mp3
順便,"shùnbiàn (順便, 顺便)","incidentally, conveniently, en passant, obiter, apropos, in passing, handily",top6/216.mp3
標準,"biāozhǔn (標準, 标准)",standard,top6/217.mp3
鑑定,"jiàndìng (鑑定, 鑑定)","appraise, identify, authenticate",top6/218.mp3
盤勢,"pánshì (盤勢, 盘势)",current price tendency,top6/219.mp3
出走,"chūzǒu (出走, 出走)","leave,  run away,  flee",top6/220.mp3
辭職,"cízhí (辭職, 辞职)",resign,top6/221.mp3
不大,"bùdà (不大, 不大)","not very/too,  not often",top6/222.mp3
中小學,"zhōngxiǎoxué (中小學, 中小学)",primary and middle school,top6/223.mp3
王子,"wángzǐ (王子, 王子)","king's son,  prince",top6/224.mp3
考上,"kǎoshàng (考上, 考上)","pass, be admitted to, pass entrance examination, nail, make it",top6/225.mp3
趨,"qū (趨, 趋)","run, hasten, hurry along, tend towards, incline towards, run/hasten forward, incline, run forward, hasten forward, tend to become, incline/tend towards",top6/226.mp3
獅子,"shīzi5 (獅子, 狮子)","leonine, Panthera leo, king of beasts, lion",top6/227.mp3
建物,"jiànwù (建物, 建物)","building, structure",top6/228.mp3
蘋果,"píngguǒ (蘋果, 苹果)","mincemeat, pome, apple, Empire",top6/229.mp3
伸出,"shēnchū (伸出, 伸出)","extrude, obtrude, jut, jut_out, reach/jut out, extend, jut out, outstretch, stick, porrect, stretch, stretch forth, project, poke, thrust, streek, outthrust, protract, protend, outshoot, put forward, hold_out, hold out, overhang, protrude, loll, reach, reach_out, reach out, tongue, put out, jetty, stretch_out, stretch out, stick_out, stick out, push, outreach",top6/230.mp3
肢體,"zhītǐ (肢體, 肢体)","member, limbs and trunk, solid body substance, body, subfigure, limbs",top6/231.mp3
神通,"shéntōng (神通, 神通)",magical power,top6/232.mp3
地方性,"dìfāngxìng (地方性, 地方性)",territoriality,top6/233.mp3
依舊,"yījiù (依舊, 依旧)","as_usual, as was common, as usual, still, as before",top6/234.mp3
仲介,"zhòngjiè (仲介, 仲介)",introduce,top6/235.mp3
折扣,"zhékòu (折扣, 折扣)","allowance, rebate, price reduction, discount, agio, reduction, deduction, percentage",top6/236.mp3
保有,"bǎoyǒu (保有, 保有)",hold,top6/237.mp3
相繼,"xiāngjì (相繼, 相继)","about, one_after_another, one after another, in succession",top6/238.mp3
修行,"xiūxíng (修行, 修行)",cultivate/practice doctrine,top6/239.mp3
省委,"shěngwěi (省委, 省委)",provincial Party committee,top6/240.mp3
從而,"cóngér (從而, 从而)","conj.: thus, thereby",top6/241.mp3
自信,"zìxìn (自信, 自信)",self,top6/242.mp3
專科,"zhuānkē (專科, 专科)","specialized subject, training school, community colleges, specialty, specialism",top6/243.mp3
捐,"juān (捐, 捐)","donation, subscription, relinquish, abandonment, subscribe, contribution, donate, abandon, contribute",top6/244.mp3
竟是,"jìngshì (竟是, 竟是)",turn out to be,top6/245.mp3
航線,"hángxiàn (航線, 航线)","trade route, ship route, skyway, seaway, course, air or shipping line, sea lane, air/shipping line/route, passage, shipping route, air, shipping line, route, air line, line of flight, airline",top6/246.mp3
情結,"qíngjiē (情結, 情结)",complex,top6/247.mp3
率領,"shuàilǐng (率領, 率领)","lead, head, command",top6/248.mp3
細心,"xìxīn (細心, 细心)","careful, attentive",top6/249.mp3
旋律,"xuánlù (旋律, 旋律)","air, chant, canto, melodic line, rhythm, strain, melodic phrase, melodic, melody, line, aria, movement, cantus, tonal pattern, tune, descant, note",top6/250.mp3
最終,"zuìzhōng (最終, 最终)","final, ultimate",top6/251.mp3
掉,"diào (掉, 掉)","drop, reduce, exchange, lose, fall behind, be missing, fall, knock, come off, change, shed, turn",top6/252.mp3
種植,"zhòngzhí (種植, 种植)","plant, grow",top6/253.mp3
一般而言,"yībānéryán (一般而言, 一般而言)","generally, in the main, in general, generally speaking, en clair",top6/254.mp3
生死,"shēngsǐ (生死, 生死)","or death, life or death, life and/or death, life and death, life and",top6/255.mp3
化妝品,"huàzhuāngpǐn (化妝品, 化妆品)",cosmetics,top6/256.mp3
大笑,"dàxiào (大笑, 大笑)","guffaw, outlaugh, yell, howl, laugh, roar",top6/257.mp3
適度,"shìdù (適度, 适度)",moderate,top6/258.mp3
精彩,"jīngcǎi (精彩, 精彩)","brilliant, splendid",top6/259.mp3
緩慢,"huǎnmàn (緩慢, 缓慢)","largo, slow",top6/260.mp3
王國,"wángguó (王國, 王国)","kingdom,  realm,  domain",top6/261.mp3
頭,"tóu (頭, 头)","det.: first, previous",top6/262.mp3
劇本,"jùběn (劇本, 剧本)","part, playbook, drama, script, play, scenario, libretto",top6/263.mp3
包,"bāo (包, 包)",m.[container],top6/264.mp3
末,"mò (末, 末)","tip, end",top6/265.mp3
不明,"bùmíng (不明, 不明)",fail to understand,top6/266.mp3
布,"bù (布, 布)",cloth,top6/267.mp3
月光,"yuèguāng (月光, 月光)","moonlight,  moonbeam",top6/268.mp3
地價,"dìjià (地價, 地价)",land price,top6/269.mp3
轉業,"zhuǎnyè (轉業, 转业)",change job,top6/270.mp3
講求,"jiǎngqiú (講求, 讲求)","strive for, pay attention to, be particular about, stress",top6/271.mp3
護理,"hùlǐ (護理, 护理)",nursing,top6/272.mp3
點頭,"diǎntóu (點頭, 点头)","take a bow, nod one's head, noddle, nod",top6/273.mp3
嘴巴,"zuǐbā (嘴巴, 嘴巴)","jaw, cheeks, kisser, mouth",top6/274.mp3
家教,"jiājiào (家教, 家教)",tutor,top6/275.mp3
盈餘,"yíngyū (盈餘, 盈余)","surplusage, profit, margin, increment, surplus, excess",top6/276.mp3
竹,"zhú (竹, 竹)","Phyllostachys bambusoides, bamboo, madake, giant timber bamboo, ku",top6/277.mp3
坦承,"tǎnchéng (坦承, 坦承)","concede, confess, profess",top6/278.mp3
孤獨,"gūdú (孤獨, 孤独)","lonely, solitary",top6/279.mp3
米,"mǐ (米, 米)",m.[standard],top6/280.mp3
表現出,"biǎoxiànchū (表現出, 表现出)",show up,top6/281.mp3
孫,"sūn (孫, 孙)","grandchild, grandson, generations below that of the grandchild, Sun, generations below that of grandchild, second growth of plants, Surname",top6/282.mp3
侵犯,"qīnfàn (侵犯, 侵犯)","violate, infringe on , sb.'s rights, ",top6/283.mp3
果實,"guǒshí (果實, 果实)","fruitery, fruitage, gains, fruits, fruit, fructification",top6/284.mp3
郵票,"yóupiào (郵票, 邮票)","postage_stamp, album, label, stamp, postage, postage stamp, stickies",top6/285.mp3
自願,"zìyuàn (自願, 自愿)","voluntary, act voluntarily",top6/286.mp3
挑選,"tiāoxuǎn (挑選, 挑选)","choose, select",top6/287.mp3
會計,"kuàijì (會計, 会计)","accountant, bookkeeper",top6/288.mp3
勞力,"láolì (勞力, 劳力)","labour, work force, labour force, labor , force, , labor",top6/289.mp3
費,"fèi (費, 费)","cost, spend, expend",top6/290.mp3
新竹縣,"xīnzhúxiàn (新竹縣, 新竹县)",Hsin,top6/291.mp3
運動會,"yùndònghuì (運動會, 运动会)","sports meeting, sport, gymkhana, athletic meeting, fixture, gate, game, sports meet, games, sports_meeting, meet",top6/292.mp3
堅強,"jiānqiáng (堅強, 坚强)","strong, firm, staunch",top6/293.mp3
目光,"mùguāng (目光, 目光)","sight, vision, view, gaze, look",top6/294.mp3
偏偏,"piānpiān (偏偏, 偏偏)","just, but, only",top6/295.mp3
給付,"jǐfù (給付, 给付)",pay,top6/296.mp3
靜態,"jìngtài (靜態, 静态)",static state,top6/297.mp3
