key,alt,answer,audio
模樣,"móyàng (模樣, 模样)","sign, air, aspect, form, look, front, appearance, shape, suggestion",top5/109.mp3
說到,"shuōdào (說到, 说到)","touch_on, touch on, mention, refer to",top5/110.mp3
遙遠,"yáoyuǎn (遙遠, 遥远)","distant, faraway, remote",top5/111.mp3
豪華,"háohuá (豪華, 豪华)","luxurious, sumptuous",top5/112.mp3
交,"jiāo (交, 交)","associate with, make friends, fall in with, mate",top5/113.mp3
心力,"xīnlì (心力, 心力)","study, mental and physical efforts, mental and",top5/114.mp3
決賽,"juésài (決賽, 决赛)","runoff, fight off, cup_final, playoff, cup final, match_game, finals, final, run off",top5/115.mp3
剩,"shèng (剩, 剩)","leave, be left over , surplus, remnant, be",top5/116.mp3
安慰,"ānwèi (安慰, 安慰)","comfort, console",top5/117.mp3
取向,"qǔxiàng (取向, 取向)",orientation,top5/118.mp3
兩性,"liǎngxìng (兩性, 两性)","amphiprotic, hermaphroditic, both sexes, bi, amphoteric",top5/119.mp3
度過,"dùguò (度過, 度过)","pass, spend time/etc.",top5/120.mp3
哇,"wā (哇, 哇)",particle: formed by linking syllable,top5/121.mp3
哈哈,"hāhā (哈哈, 哈哈)","sound of laughter,  haha",top5/122.mp3
笑容,"xiàoróng (笑容, 笑容)","grinning, smiling expression, laugh, smiling, a smile, a smiling face, smile, grin",top5/123.mp3
專用,"zhuānyòng (專用, 专用)",use for special purpose,top5/124.mp3
把握,"bǎwò (把握, 把握)",grasp firmly,top5/125.mp3
擴張,"kuòzhāng (擴張, 扩张)","expand, enlarge, extend, dilate",top5/126.mp3
載,"zài (載, 载)","transport, fill",top5/127.mp3
傷心,"shāngxīn (傷心, 伤心)","injure, offend, broken hearted, be sad, pierce, hurt, grieved, sad, spite, aggrieve, grieve, be grieved, sadden, smart, wound",top5/128.mp3
盡,"jìn (盡, 尽)","to the greatest extent, utmost",top5/129.mp3
疑問,"yíwèn (疑問, 疑问)","interrogation, enquiry, question, interrogatory, demand, dubiousness, inquiry, interrogative, interrogative mood, doubtfulness, query, quaere, doubt",top5/130.mp3
遵守,"zūnshǒu (遵守, 遵守)","honour, comply with, obey, keep, hold back, abide, keep back, comply, observe, abide_by, observance, abide by, respect, restrain, honor",top5/131.mp3
介面,"jièmiàn (介面, 介面)",interface,top5/132.mp3
共和國,"gònghéguó (共和國, 共和国)","commonweal, commonwealth, republic",top5/133.mp3
下雨,"xiàyǔ (下雨, 下雨)",rain,top5/134.mp3
感受,"gǎnshòu (感受, 感受)","be affected by, experience, feel",top5/135.mp3
示範,"shìfàn (示範, 示范)","demonstrate, exemplify, exhibit",top5/136.mp3
大戰,"dàzhàn (大戰, 大战)","war,  world war",top5/137.mp3
定位,"dìngwèi (定位, 定位)",orientate,top5/138.mp3
亮,"liàng (亮, 亮)","bright, light, loud and clear",top5/139.mp3
間接,"jiànjiē (間接, 间接)","collaterally, indirect, collateral, indirectly, roundabout, secondhand",top5/140.mp3
偵辦,"zhēnbàn (偵辦, 侦办)",investigate crime,top5/141.mp3
特有,"tèyǒu (特有, 特有)","characteristic, especial",top5/142.mp3
消除,"xiāochú (消除, 消除)","smooth, lull, removal, cancel, eradicate, rase, to clear up, turn back, counteract, iron_out, wipe, drive off, abate, die, eliminate, drive",top5/143.mp3
區分,"qūfēn (區分, 区分)","section, demarcate, compart, sectionalize, zone, screen, compartmentalize, individuate, differentiation, distinguish, mark off, secern, district, segment, separate, mark, sieve, differentiate, mark out, classify, divide, ramify, screen out, set apart, sort",top5/144.mp3
評價,"píngjià (評價, 评价)","estimate, diagnoses, appraisal, mark, rating, rate, value, assessment, esteem, image, estimation, valuation, appraisement, opinion, rank, remark, evaluation",top5/145.mp3
發掘,"fājué (發掘, 发掘)","excavate, unearth, explore",top5/146.mp3
外銷,"wàixiāo (外銷, 外销)",sell abroad or elsewhere within,top5/147.mp3
還可以,"háikěyǐ (還可以, 还可以)","can, may",top5/148.mp3
不宜,"bùyí (不宜, 不宜)",be unsuitable,top5/149.mp3
不如,"bùrú (不如, 不如)",conj.: it would be better,top5/150.mp3
隨即,"suíjí (隨即, 随即)","therewith, thereupon, presently, hereupon, soon after that, immediately",top5/151.mp3
隨意,"suíyì (隨意, 随意)",as one pleases,top5/152.mp3
踴躍,"yǒngyuè (踴躍, 踊跃)","enthusiastical, leap, jump, eager",top5/153.mp3
能量,"néngliàng (能量, 能量)","energy, capabilities",top5/154.mp3
接下來,"jiēxiàlái (接下來, 接下来)","next, immediately after",top5/155.mp3
接到,"jiēdào (接到, 接到)","welcome, receive, meet",top5/156.mp3
治安,"zhìān (治安, 治安)","peace, order, public security, police, public order, security, public order/security",top5/157.mp3
指示,"zhǐshì (指示, 指示)","directive, instructions",top5/158.mp3
同步,"tóngbù (同步, 同步)",synchronize,top5/159.mp3
茶葉,"cháyè (茶葉, 茶叶)","tea, tea leaf, tea leaves",top5/160.mp3
騙,"piàn (騙, 骗)","chisel, cozen, palter, green, cheat, slang, put one over, defraud, befool, trick, jockey, victimize, outjockey, take in, leap on",top5/161.mp3
富裕,"fùyū (富裕, 富裕)","plentiful, abundant, rich",top5/162.mp3
優美,"yōuměi (優美, 优美)","graceful, exquisite",top5/163.mp3
壓抑,"yāyì (壓抑, 压抑)","constrain, inhibit",top5/164.mp3
預料,"yūliào (預料, 预料)","expect, predict, anticipate",top5/165.mp3
劇團,"jùtuán (劇團, 剧团)","opera troupe, theater company, showman, rep, theatrical company, troupe, company",top5/166.mp3
跨,"kuà (跨, 跨)","lead, go, bestride, straddle, go beyond, run, pass, extend, stride, ride, cut across, step",top5/167.mp3
開闢,"kāipì (開闢, 开闢)","open/set up, start, build road",top5/168.mp3
沒關係,"méiguānxì (沒關係, 没关系)","it doesn't matter, never mind",top5/169.mp3
機能,"jīnéng (機能, 机能)",function,top5/170.mp3
名叫,"míngjiào (名叫, 名叫)","be called, be known as",top5/171.mp3
念頭,"niàntóu (念頭, 念头)","thing, purport, spirit, intention, idea, vision, notion, thought, train, intent",top5/172.mp3
改良,"gǎiliáng (改良, 改良)","improve, ameliorate",top5/173.mp3
利,"lì (利, 利)","profit, interest, advantage, benefit",top5/174.mp3
核准,"hézhǔn (核准, 核准)","check and approve, ratify",top5/175.mp3
接收,"jiēshōu (接收, 接收)","receive, take over property/etc.",top5/176.mp3
相似,"xiāngsì (相似, 相似)","resemblance, alike, be alike, be similar/alike, match, be similar, resemble",top5/177.mp3
聞,"wén (聞, 闻)",smell,top5/178.mp3
貧窮,"pínqióng (貧窮, 贫穷)","poor, needy",top5/179.mp3
動物園,"dòngwùyuán (動物園, 动物园)","zoological_garden, zoo, zoological garden, menagerie",top5/180.mp3
接近,"jiējìn (接近, 接近)","intimate, close",top5/181.mp3
餓,"è (餓, 饿)",starve,top5/182.mp3
瞧,"qiáo (瞧, 瞧)","look at, lay eyes on, behold, see, look, glaum, regard",top5/183.mp3
諸如,"zhūrú (諸如, 诸如)","such as, all are alike",top5/184.mp3
分公司,"fēngōngsī (分公司, 分公司)",branch,top5/185.mp3
總統府,"zǒngtǒngfǔ (總統府, 总统府)",The Office of the President,top5/186.mp3
同情,"tóngqíng (同情, 同情)",sympathize with,top5/187.mp3
鎮公所,"zhèngōngsuǒ (鎮公所, 镇公所)","town_hall, public affairs office of town, town",top5/188.mp3
沙漠,"shāmò (沙漠, 沙漠)",desert,top5/189.mp3
放下,"fàngxià (放下, 放下)","set_down, set down, lay/put down, lay, lower, lay_down, draw, lay down, dismount, put_down, plank, drop_away, deposit, digress, drop_off, depose, put down, place",top5/190.mp3
音色,"yīnsè (音色, 音色)","tone color, clang, speech, colour, tone, timbre, quality, timber, color",top5/191.mp3
相較,"xiāngjiào (相較, 相较)",compare,top5/192.mp3
拖,"tuō (拖, 拖)","pull, drag, haul",top5/193.mp3
好友,"hǎoyǒu (好友, 好友)","peer, chum, crony, great friend, good friend, brick",top5/194.mp3
吸,"xī (吸, 吸)","drop, absorption, absorb, draw to oneself, sip, breathe in, attraction, suck, suck up, sup, draw_in, puff, drink, inhale, attract, inhaust",top5/195.mp3
走勢,"zǒushì (走勢, 走势)","alignment, run, tendency, trend",top5/196.mp3
西洋,"xīyáng (西洋, 西洋)","West, New World, the Western world, the West, occident, western",top5/197.mp3
書目,"shūmù (書目, 书目)","booklist, bibliography, title catalogue, bibliology",top5/198.mp3
資本主義,"zīběnzhǔyì (資本主義, 资本主义)","capitalistic, capitalist economy, capitalism",top5/199.mp3
增,"zēng (增, 增)","add, increase, rise, gain",top5/200.mp3
歷程,"lìchéng (歷程, 历程)","appendage, kinetics, process, journey, course, outgrowth",top5/201.mp3
濃厚,"nónghòu (濃厚, 浓厚)","thick, strong, dense, rich, pronounced",top5/202.mp3
失業,"shīyè (失業, 失业)",lose one's job; be out,top5/203.mp3
視野,"shìyě (視野, 视野)","visual_field, eyeshot, view, ken, horizon, visual field, field of regard, purview, field of",top5/204.mp3
永恆,"yǒnghéng (永恆, 永恒)","eternalize, perpetual, eternize, eternal",top5/205.mp3
同志,"tóngzhì (同志, 同志)","brother, pal, chum, crony, coterie, confrere, colleague, frater, tovarisch, compeer, paisano, brotherhood, copemate, brethren, sidekick, fellow, buddy, tavarish, comrade",top5/206.mp3
中年,"zhōngnián (中年, 中年)",middle age,top5/207.mp3
極了,"jíle5 (極了, 极了)","extremely, very",top5/208.mp3
清大,"qīngdà (清大, 清大)",National Tsing Hua University,top5/209.mp3
記錄,"jìlù (記錄, 记录)",record,top5/210.mp3
風味,"fēngwèi (風味, 风味)","race, gust, special flavour, savor, flavor, savour, local color, relish, sapor, spice, tasting, local colour, smack, gusto, snack, savoriness, special flavor, flavorsomeness, zest, taste",top5/211.mp3
合格,"hégé (合格, 合格)","measure_up, reach standard, measure up, qualify, nail, make it, pass, qualified",top5/212.mp3
身子,"shēnzi5 (身子, 身子)",body,top5/213.mp3
百姓,"bǎixìng (百姓, 百姓)","common_people, civvy, vulgus, crowd, common people, husbandman",top5/214.mp3
太空,"tàikōng (太空, 太空)","firmament,  outer space",top5/215.mp3
大力,"dàlì (大力, 大力)","vigorously,  energetically",top5/216.mp3
勉強,"miǎnqiǎng (勉強, 勉强)",do with difficulty,top5/217.mp3
外來,"wàilái (外來, 外来)","foreign, adventive, externally, incoming, external, outside, exotic",top5/218.mp3
生病,"shēngbìng (生病, 生病)","come down, ail, fall ill, traik, sick, sicken",top5/219.mp3
鋼琴,"gāngqín (鋼琴, 钢琴)","forte piano, piano, pianoforte",top5/220.mp3
號碼,"hàomǎ (號碼, 号码)","pressmark, call mark, identification number,  serial",top5/221.mp3
另,"lìng (另, 另)","conj.: in addition,  besides",top5/222.mp3
口味,"kǒuwèi (口味, 口味)","a person's taste, flavor of food",top5/223.mp3
天生,"tiānshēng (天生, 天生)","inbred, born",top5/224.mp3
回頭,"huítóu (回頭, 回头)","turn one's head, turn round, repent",top5/225.mp3
心想,"xīnxiǎng (心想, 心想)","think,  assume",top5/226.mp3
包裝,"bāozhuāng (包裝, 包装)","package,  packing,  packaging",top5/227.mp3
對待,"duìdài (對待, 对待)","treat, approach, handle",top5/228.mp3
遊,"yóu (遊, 遊)","travel, rove",top5/229.mp3
感激,"gǎnjī (感激, 感激)",feel grateful/indebted,top5/230.mp3
單,"dān (單, 单)","singly, alone",top5/231.mp3
師,"shī (師, 师)","teacher, master",top5/232.mp3
學科,"xuékē (學科, 学科)","study, area, school subject, science, subject field, subject, course, subject area, discipline, branch of",top5/233.mp3
弟子,"dìzǐ (弟子, 弟子)","scholar, pupil, disciple, student, follower, child, adherent, youngster",top5/234.mp3
招生,"zhāoshēng (招生, 招生)",recruit students,top5/235.mp3
好人,"hǎorén (好人, 好人)","a healthy person, good person, goodman, sb. who",top5/236.mp3
倒,"dào (倒, 倒)",pour,top5/237.mp3
捕,"bǔ (捕, 捕)","prawn, seizure, seize, arrest, catch",top5/238.mp3
針,"zhēn (針, 针)","needle, pin, stitch, injection, shot, acupuncture",top5/239.mp3
溫度,"wēndù (溫度, 温度)","barothermohygrograph, temperature, barothermohygrogram",top5/240.mp3
長久,"chángjiǔ (長久, 长久)","permanently, long, for a long time",top5/241.mp3
運動,"yùndòng (運動, 运动)","move, turn around, arrange things through pull",top5/242.mp3
焦慮,"jiāolù (焦慮, 焦虑)","anxious, apprehensive",top5/243.mp3
支出,"zhīchū (支出, 支出)","defrayal, payout, outgo, outgoing, expense, disbursal, expenditure, outlay, disbursement",top5/244.mp3
上班族,"shàngbānzú (上班族, 上班族)",office worker,top5/245.mp3
一律,"yīlù (一律, 一律)","equally,  without exception",top5/246.mp3
轉移,"zhuǎnyí (轉移, 转移)","shift, transfer, divert, change, transform",top5/247.mp3
關注,"guānzhù (關注, 关注)","follow with interest, pay close attention",top5/248.mp3
響,"xiǎng (響, 响)",make a sound,top5/249.mp3
黨部,"dǎngbù (黨部, 党部)",local party committee,top5/250.mp3
硬,"yìng (硬, 硬)","hard, stiff, firm, tough, obstinate",top5/251.mp3
洗澡,"xǐzǎo (洗澡, 洗澡)","have a bath, lave, take a bath, tub, bath, wash, bathing, bathe",top5/252.mp3
老鼠,"lǎoshǔ (老鼠, 老鼠)","mouse, rat",top5/253.mp3
昂貴,"ángguì (昂貴, 昂贵)","cost, costly, expensive",top5/254.mp3
決議,"juéyì (決議, 决议)",resolution,top5/255.mp3
動員,"dòngyuán (動員, 动员)","mobilize, arouse",top5/256.mp3
在場,"zàichǎng (在場, 在场)","present, be present, be on the spot, stand_by, spot, be",top5/257.mp3
兼顧,"jiāngù (兼顧, 兼顾)","take account of, give consideration to, deal",top5/258.mp3
相比,"xiāngbǐ (相比, 相比)","liken, equate, compare, comparison",top5/259.mp3
後果,"hòuguǒ (後果, 后果)","aftereffect, aftermath, consequent, wake, backwash, sequel, consequence, subsequence",top5/260.mp3
混合,"hùnhé (混合, 混合)","associate, immingle, muddle, incorporate, mixed, meld, confect, amalgamate, blend in, fuse, interblend, hybrid, admix, mingle, wuzzle, mix, shuffle, mercurify, engraft, concoct, interlace, interweave, immix, go, interfuse, mix_up, sophisticate, marry, combine, mix in, conflate, merge, intermix, jumble, commingle, decompound, intermingle, knead, coalesce, interflow, compound, commix, blend, ",top5/261.mp3
陰影,"yīnyǐng (陰影, 阴影)","umbrage, shadow, shadiness, hatching, spectre, hatch, blight, umbra, penumbra, cloud, umber, shade, shadowiness",top5/262.mp3
海峽,"hǎixiá (海峽, 海峡)","narrow, channel, straits, gullet, sound, strait, gut",top5/263.mp3
幻想,"huànxiǎng (幻想, 幻想)","imagine, daydream, reverie, stargaze, fantasticate, fancify, dream, visionary, fancy, illusion, fantasize, chimerical, woolgather, illusory, fantasy",top5/264.mp3
劇場,"jùchǎng (劇場, 剧场)",theater,top5/265.mp3
衡量,"héngliáng (衡量, 衡量)","weigh, measure, judge",top5/266.mp3
頻率,"pínlù (頻率, 频率)","relative frequency, frequency, periodicity",top5/267.mp3
親切,"qīnqiè (親切, 亲切)","cordial, genial, warm",top5/268.mp3
藍,"lán (藍, 蓝)",blue,top5/269.mp3
大膽,"dàdǎn (大膽, 大胆)","courageous, audacious, venture",top5/270.mp3
議會,"yìhuì (議會, 议会)","Sanhedrin, general assembly, Cortes, Knesset, diet, senate, Majlis, duma, law makers, forum, junta, parliament, legislature, meeting place, parliamentary, assembly, president, house, legislative assembly",top5/271.mp3
語意,"yǔyì (語意, 语意)",semantic,top5/272.mp3
主因,"zhǔyīn (主因, 主因)","main reason, major cuase",top5/273.mp3
團員,"tuányuán (團員, 团员)",member of delegation/organization/etc.,top5/274.mp3
世,"shì (世, 世)","generation,  life,  lifetime,  age,  era, ",top5/275.mp3
激動,"jīdòng (激動, 激动)","boil, tingle, kindle, seethe, toss, inflammatory, tizz, excited, fire, throb, carry_away, ferment, effervesce, stirred, bespirit, heat, agitation, hound, agitate, invigorate, burnt, actuate, inflame, stir, agitated, excite, move, impassion",top5/276.mp3
村民,"cūnmín (村民, 村民)","village, villager, cottager",top5/277.mp3
投,"tóu (投, 投)","heave, agree with, throw, drop, mail, join, toss, go to, cater to, lodge, send, put into, fit",top5/278.mp3
官,"guān (官, 官)","government official, officeholder",top5/279.mp3
次數,"cìshù (次數, 次数)","number of times, frequancy, frequency, absolute frequency, legal case, oftenness, lawsuit, time, frequence",top5/280.mp3
恐怖,"kǒngbù (恐怖, 恐怖)","fearful, horrible",top5/281.mp3
弱,"ruò (弱, 弱)","infirm, a little less than, young, inferior, weak, a bit",top5/282.mp3
屋頂,"wūdǐng (屋頂, 屋顶)","roofing, rigging, rooftree, cap, roof top, house top, rooftop, attic, roof, housetop",top5/283.mp3
迷宮,"mígōng (迷宮, 迷宫)","inner ear, maze, labyrinth, internal ear",top5/284.mp3
批判,"pīpàn (批判, 批判)",criticize,top5/285.mp3
民生,"mínshēng (民生, 民生)","the people's livelihood, people's livelihood",top5/286.mp3
規畫,"guīhuà (規畫, 规画)","plan, program",top5/287.mp3
唯,"wéi (唯, 唯)","only, alone, but",top5/288.mp3
感,"gǎn (感, 感)","feel, sense, move, touch, be affected by cold",top5/289.mp3
賞,"shǎng (賞, 赏)","admire, enjoy",top5/290.mp3
綠色,"lùsè (綠色, 绿色)","verdure, green, greenness, green color, verdancy, bice, virescence, vert, pistachio, viridity",top5/291.mp3
遺憾,"yíhàn (遺憾, 遗憾)","regret, pity",top5/292.mp3
靈活,"línghuó (靈活, 灵活)","nimble, agile, flexible, elastic",top5/293.mp3
