key,alt,answer,audio
把,"bǎ (把, 把)",indicating pre verbal object as thing dealt with by the action,top1/63.mp3
三,"sān (三, 三)",det.: three,top1/64.mp3
什麼,"shéme (什麼, 什么)","anything, what",top1/65.mp3
問題,"wèntí (問題, 问题)","problem, mishap, query, job, interface, question, inquiry, matter, enquiry, trouble, issue, worry, subject, topic, hang up, business, quaere",top1/66.mp3
其,"qí (其, 其)","det.: its, his, her, their, it, this, that",top1/67.mp3
讓,"ràng (讓, 让)","allow, induce sb. to do sth.",top1/68.mp3
此,"cǐ (此, 此)","this, det.: this, here",top1/69.mp3
做,"zuò (做, 做)","make, do",top1/70.mp3
再,"zài (再, 再)","again, once more, further more , in a higher degree, and then, not",top1/71.mp3
所以,"suǒyǐ (所以, 所以)","conj.: so, therefore, as a result",top1/72.mp3
只,"zhǐ (只, 只)","only, merely",top1/73.mp3
則,"zé (則, 则)","then, in that case",top1/74.mp3
台灣,"táiwān (台灣, 台湾)",Taiwan,top1/75.mp3
卻,"què (卻, 却)","however, but, yet, indeed",top1/76.mp3
並,"bìng (並, 并)",conj.: and,top1/77.mp3
位,"wèi (位, 位)","location, digit, m.[general], , status, figure, throne, position, place, condition",top1/78.mp3
想,"xiǎng (想, 想)","think, suppose, reckon, consider, want to, would like to, feel like doing sth.",top1/79.mp3
去,"qù (去, 去)",in order to,top1/80.mp3
呢,"ne (呢, 呢)",particle: marking quesitons about subject already mentioned; indicating strong affirmation,top1/81.mp3
學生,"xuéshēng (學生, 学生)","academic, pupil, pup, tutee, follower, scholar, schoolchild, schoolboy, alumnus, disciple, learner, scholastic, student",top1/82.mp3
表示,"biǎoshì (表示, 表示)","demonstrate, exhibit, prove, show, extend, manifest, express, stamp, signify, mark, witness, look, give, denote, evince, expression, bespeak, say, profess, mean, offer, utter, infer, indicate, represent, read, speak, refer, give tongue to, intend, be, shew, pay, stand_for, establish, stand for, present, render, betoken",top1/83.mp3
到,"dào (到, 到)",up until,top1/84.mp3
公司,"gōngsī (公司, 公司)","place of business, business organization, incorporation, establishment, business concern, office, concern, business establishment, business, enterprise, company, corporation",top1/85.mp3
如果,"rúguǒ (如果, 如果)",conj.: if,top1/86.mp3
社會,"shèhuì (社會, 社会)","community, society, monde, social, public",top1/87.mp3
看,"kàn (看, 看)","see, look at, watch, read, look upon, regard, look after, call on, visit",top1/88.mp3
小,"xiǎo (小, 小)","small, little, petty, minor;young",top1/89.mp3
天,"tiān (天, 天)",m.[standard],top1/90.mp3
因此,"yīncǐ (因此, 因此)","conj.: therefore, consequently",top1/91.mp3
新,"xīn (新, 新)","new, fresh, up to date",top1/92.mp3
但是,"dànshì (但是, 但是)","conj.: but, however, yet, still",top1/93.mp3
它,"tā (它, 它)","they neologism for {1ta1}[3] [4] ,  [4]",top1/94.mp3
中,"zhōng (中, 中)","center, middle, interior",top1/95.mp3
使,"shǐ (使, 使)","rarefy, piss_off, germinate, drench, blow_out, leave, cut_up, refract, run, dress_up, compose, shed, frizz, put_off, trot, send, strike, send as envoy , peal, alienate, pull_in, tone_up, bring around, astound, sublease, wither, cripple, bed_down, address, rehearse, usage, warm, smell_out, throw, inflect, get_down, skunk, capsize, congeal, bowl_over, bring_on, unseat, ensure, amalgamate, pro",top1/96.mp3
工作,"gōngzuò (工作, 工作)","work, job",top1/97.mp3
全,"quán (全, 全)","det.: all, Surname, whole, Quan",top1/98.mp3
覺得,"juéde (覺得, 觉得)","imagine, guess, believe, reckon, suspect, suppose, think, listen, feel, consider, think_of, appear, conceive",top1/99.mp3
使用,"shǐyòng (使用, 使用)","use, employ, apply",top1/100.mp3
這些,"zhèxiē (這些, 这些)",det.: these,top1/101.mp3
裡,"lǐ (裡, 里)",inside,top1/102.mp3
由於,"yóuyú (由於, 由于)",conj.: owing/due/thanks to,top1/103.mp3
時候,"shíhòu (時候, 时候)","day, moment,  a point in time,",top1/104.mp3
知道,"zhīdào (知道, 知道)","tell, have, ken, understand, infer, wis, learn, cognize, gather, know, be aware of, wise up, savvy, mind, realize",top1/105.mp3
這樣,"zhèyàng (這樣, 这样)","so, such, like this, this way",top1/106.mp3
認為,"rènwéi (認為, 认为)","find, treat, deem, suppose, look_on, repute, discount, esteem, accredit, feel, account, calculate, estimate, take to be, reckon, expect, think, hold, trust, recognise, opine, sound off, adjudge, consideration, consider, regard as, look upon, believe_in, disbelieve, allow, conceive, regard, call, imagine, view, forecast, believe, suspect, rate, animadvert, look on, listen, speak up, figure, c",top1/107.mp3
時間,"shíjiān (時間, 时间)","moment, day, clock time, fourth_dimension, relativity, hour, duration, time, when, while, temporal, economy",top1/108.mp3
事,"shì (事, 事)","responsibility, trouble, event, thing, worry, accident, case, involvement, work, affair, job, concern, business, toast, matter",top1/109.mp3
過,"guò (過, 过)",[aspect],top1/110.mp3
向,"xiàng (向, 向)","to, towards",top1/111.mp3
可能,"kěnéng (可能, 可能)","probably, maybe",top1/112.mp3
中國,"zhōngguó (中國, 中国)","Cathay, China, china",top1/113.mp3
美國,"měiguó (美國, 美国)","House_of_Representatives, the United States of America, US, U.S.A., bench, Columbia, Yankeeland, U.S., United States, Democrat, Yankeedom, USA, America, United States of America",top1/114.mp3
幾,"jǐ (幾, 几)","det.: how many, a few, several, some",top1/115.mp3
系統,"xìtǒng (系統, 系统)","lineage, filiation, scheme, pedigree, system, formation, superstructure, programme, organization, succession, tract, system of rules, organisation, program",top1/116.mp3
政府,"zhèngfǔ (政府, 政府)","sirkar, state, country, nation, governmental, body politic, government, administration, civil order, polity, commonwealth, regime, res publica, land",top1/117.mp3
大家,"dàjiā (大家, 大家)","sundry, great master, rich and influential family, pontiff, all of us, everyone, authority, master, distinguished family",top1/118.mp3
國家,"guójiā (國家, 国家)","sirkar, state, country, patria, a people, nationality, nation, republic, soli, body politic, clime, national, civil order, polity, commonwealth, land, res publica",top1/119.mp3
許多,"xǔduō (許多, 许多)","lot, scores, lots, sight, pot, heap, quantity, plenty, slews, ton, battalion, many, scads, tidy sum, power, spate, chunk, pile, crowd, vastness, batch, lashings, whole lot, mint, mound, pocketful, large number, trunkful, ream, mickle, great deal, flock, mass, slew, heaps, a lot of, piles, whole slew, mess, raff, slue, gobs, much, lotta, multitude, volume, wad, store, raft, tons, satiety, rafts, doze",top1/120.mp3
生活,"shēnghuó (生活, 生活)","life, existence, livelihood",top1/121.mp3
跟,"gēn (跟, 跟)","with,  to,  from",top1/122.mp3
已經,"yǐjīng (已經, 已经)",already,top1/123.mp3
大學,"dàxué (大學, 大学)","university, college",top1/124.mp3
研究,"yánjiù (研究, 研究)","study, research",top1/125.mp3
因,"yīn (因, 因)","conj.: because, as",top1/126.mp3
本,"běn (本, 本)",det.: this,top1/127.mp3
二,"èr (二, 二)","det.: two,  second",top1/128.mp3
活動,"huódòng (活動, 活动)","activity, maneuver, behavior",top1/129.mp3
該,"gāi (該, 该)","det.: this,  that",top1/130.mp3
世界,"shìjiè (世界, 世界)","mundane, creation, world, monde, orb, nature, domain",top1/131.mp3
應,"yīng (應, 应)","should, ought to",top1/132.mp3
四,"sì (四, 四)",det.: four,top1/133.mp3
希望,"xīwàng (希望, 希望)","hope, wish",top1/134.mp3
方式,"fāngshì (方式, 方式)","path, plan, pattern, tenor, system, method, manner, style, way, guise, fashion, wise, means, shape, how, embodiment, agency, gate, mode, sort",top1/135.mp3
內,"nèi (內, 内)",inside,top1/136.mp3
項,"xiàng (項, 项)",m.[general],top1/137.mp3
啊,"ā (啊, 啊)",particle: used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation,top1/138.mp3
下,"xià (下, 下)",under condition/fact etc.,top1/139.mp3
環境,"huánjìng (環境, 环境)","circumambiency, environmental, circumstances, environment, entourage, surround, atmosphere, setting, surroundings, ambiance, condition, context, circumstance, surrounding, frame, milieu, ambient, consideration, environs, medium, ambience",top1/140.mp3
一些,"yīxiē (一些, 一些)","det.: some,  a few,  a little",top1/141.mp3
必須,"bìxū (必須, 必须)",must,top1/142.mp3
文化,"wénhuà (文化, 文化)","civilization, literacy, acculturation, Kultur, vandalism, cultural, education, schooling, culture",top1/143.mp3
高,"gāo (高, 高)","tall, high",top1/144.mp3
孩子,"háizi (孩子, 孩子)","kid, issue, chap, daughter, children, sonny, son or daughter, child, spawn, boy, kipper, son",top1/145.mp3
沒有,"méiyǒu (沒有, 没有)","not have, there is not, be without",top1/146.mp3
不能,"bùnéng (不能, 不能)","must/may/can not, not be allowed",top1/147.mp3
如,"rú (如, 如)","according to, in accordance with, such as, as if, like, for example",top1/148.mp3
開始,"kāishǐ (開始, 开始)","begin, start",top1/149.mp3
元,"yuán (元, 元)",m.[standard],top1/150.mp3
不同,"bùtóng (不同, 不同)",different,top1/151.mp3
仍,"réng (仍, 仍)","yet, anyway, still",top1/152.mp3
網路,"wǎnglù (網路, 网路)","WWW, net, network, Internet, meshwork, web, world wide web, mesh, reticulation",top1/153.mp3
日本,"rìběn (日本, 日本)","Nippon, Cipango, Nihon, Japan, japan, Japanese",top1/154.mp3
用,"yòng (用, 用)",with,top1/155.mp3
中心,"zhōngxīn (中心, 中心)","center, heart, hub",top1/156.mp3
雖然,"suīrán (雖然, 虽然)","conj.: though, although",top1/157.mp3
重要,"zhòngyào (重要, 重要)","important, significant, major",top1/158.mp3
地方,"dìfāng (地方, 地方)","country, soil, terrain, part, clime, way, territory, room, neighbourhood, tinderbox, locality as distinct from the central administrat, child, tract, province, position, respect, where, region, space, place, local",top1/159.mp3
進行,"jìnxíng (進行, 进行)","be in progress, go on, carry on/out",top1/160.mp3
關係,"guānxì (關係, 关系)","relation, bearing, impact, membership credentials, ""backdoor connections""",top1/161.mp3
市場,"shìchǎng (市場, 市场)","bourse, bazar, marketplace, grocery store, agora, bazaar, securities industry, grocery, piazza, plaza, rialto, mart, pitch, market",top1/162.mp3
太,"tài (太, 太)","excessively,  too,  extremely,  very",top1/163.mp3
老師,"lǎoshī (老師, 老师)","rabbi, professor, swami, instructor, teacher, mast",top1/164.mp3
提供,"tígōng (提供, 提供)","feed, offer, put_up, afford, proffer, set_up, capitalize, bring_forward, sponsor, extend, ply, provision, sustain, equip, supply, cough_up, bear, render, furnish, cater, billet, provide",top1/165.mp3
學校,"xuéxiào (學校, 学校)","seminary, schoolhouse, educational institution, school, institution",top1/166.mp3
應該,"yīnggāi (應該, 应该)","should, ought to",top1/167.mp3
指出,"zhǐchū (指出, 指出)","point, point_out, catch_out, bespeak, indicate, denote, point out that , note, show, designate, point out",top1/168.mp3
經濟,"jīngjì (經濟, 经济)","economy, financial condition, income",top1/169.mp3
其他,"qítā (其他, 其他)","det.: others, the rest, other, else",top1/170.mp3
家,"jiā (家, 家)","family, household, home, house",top1/171.mp3
發展,"fāzhǎn (發展, 发展)","develop, expand, grow",top1/172.mp3
教育,"jiàoyū (教育, 教育)",education,top1/173.mp3
成為,"chéngwéi (成為, 成为)","find, join, comprise, turn to, commemorate, sample, entomb, come_up, commence, get hold, learn, add up, necessitate, run, make up, constitute, make, form, come, amount, represent, fall, presage, change, be, turn, turn into, become, line up, come up, shape, portend, foretell, get",top1/174.mp3
多,"duō (多, 多)","many, much, more, more than the correct/required number, excessive, too much, much/far more",top1/175.mp3
非常,"fēicháng (非常, 非常)","extraordinary, unusual, special, very, extremely, highly",top1/176.mp3
便,"biàn (便, 便)","as early as, soon afterwards, little as, as early, and then, and so, so, as early/little as, as little as, then, in that case",top1/177.mp3
方面,"fāngmiàn (方面, 方面)","side, aspect, sector, part, light, facet, behalf, way, respect, direction, bearing, field, phase, sphere, angle, hand",top1/178.mp3
很多,"hěnduō (很多, 很多)",det.:,top1/179.mp3
吃,"chī (吃, 吃)","feed, have, be subject to, absorb, chow, live on, eat, have one's meals, be a strain, exhaust, fare, take in, live off, annihilate, wipe out, partake, suffer, ingest, consume, graze, lunch, manducate, incur, take, get, use up, make, taste, soak up",top1/180.mp3
然後,"ránhòu (然後, 然后)","therewith, and so, and_then, and then, thereupon, after that, so, then, with that",top1/181.mp3
未,"wèi (未, 未)","or not at end of sentence , have not yet, or not, not",top1/182.mp3
發現,"fāxiàn (發現, 发现)","find, discover",top1/183.mp3
電腦,"diànnǎo (電腦, 电脑)","electronic computer, computery, data processor, information processing system, computer",top1/184.mp3
一樣,"yīyàng (一樣, 一样)","same, equal, similar",top1/185.mp3
而且,"érqiě (而且, 而且)","conj.: furthermore, and",top1/186.mp3
心,"xīn (心, 心)","heart, mind, feeling, center, core",top1/187.mp3
不過,"búguò (不過, 不过)","conj.: but,  however,  only",top1/188.mp3
無法,"wúfǎ (無法, 无法)","nohow, unable to, unable, cannot",top1/189.mp3
企業,"qìyè (企業, 企业)","proposition, business enterprise, business organization, business concern, concern, commercial enterprise, endeavour, endeavor, industry, business, project, corporation, enterprise",top1/190.mp3
正,"zhèng (正, 正)","precisely, punctually",top1/191.mp3
服務,"fúwù (服務, 服务)","be in the service of, serve",top1/192.mp3
較,"jiào (較, 较)","rather, quite, relatively, more",top1/193.mp3
不會,"búhuì (不會, 不会)",won't,top1/194.mp3
臺灣,"táiwān (臺灣, 台湾)",Taiwan,top1/195.mp3
曾,"zēng (曾, 曾)","once, ever, before",top1/196.mp3
嗎,"mā (嗎, 吗)",particle: calling for agreement or disagreement,top1/197.mp3
空間,"kōngjiān (空間, 空间)","elbow room, allowance, margin, roomage, open air/sky/space, road, leeway, way, open air, sheets, room, tolerance, opening, clear, sky, spacial, interspace, vacuity, spatial, dimension, open sky/space, space, place, vacuum",top1/198.mp3
看到,"kàndào (看到, 看到)","view, receive, ken, observe, lamp, catch, see, take in, watch, chatter away, lay_eyes_on, boast, brag, shoot the breeze, spy, catch sight of,  catch sight of",top1/199.mp3
五,"wǔ (五, 五)",det.: five,top1/200.mp3
如何,"rúhé (如何, 如何)",how,top1/201.mp3
國內,"guónèi (國內, 国内)","interior of country , interior, home, intestine, internal, domestic",top1/202.mp3
們,"men (們, 们)",pluralizer after pronouns and nouns of persons,top1/203.mp3
無,"wú (無, 无)","not have, there is not",top1/204.mp3
對於,"duìyú (對於, 对于)","in regard to, toward, at, for",top1/205.mp3
以及,"yǐjí (以及, 以及)","conj.: as well as,  along with,  and",top1/206.mp3
之後,"zhīhòu (之後, 之后)","later, behind, at the back of, after",top1/207.mp3
可是,"kěshì (可是, 可是)","conj.: but,  yet,  however",top1/208.mp3
當,"dāng (當, 当)","when, while",top1/209.mp3
人員,"rényuán (人員, 人员)","strength, personnel, force, staff",top1/210.mp3
比,"bǐ (比, 比)",compared with,top1/211.mp3
先,"xiān (先, 先)","earlier, in advance, before",top1/212.mp3
產品,"chǎnpǐn (產品, 产品)","baby, brand, output, product, produce, end product, merchandise, fruitage, growth, manufacture, wares, production",top1/213.mp3
資訊,"zīxùn (資訊, 资讯)","stuff, message, information, news, info",top1/214.mp3
資料,"zīliào (資料, 资料)","food, source, info, means, data, information, material, datum, data point, matter",top1/215.mp3
比較,"bǐjiǎo (比較, 比较)","relatively, fairly",top1/216.mp3
先生,"xiānshēng (先生, 先生)","doctor of Chinese medicine, Don, mulla, Ms., sir., teacher, gentleman, gospodin, Signor, signor, fortune teller, babu, baboo, Herr, Mister, bey, mister, bwana, husband, siree, buckra, sirrah, senor, guv, sahib, Mr., rabbi, don, signore, Dan, sir, m'sieur, effendi, Tuan, baas, Monsieur, lording, monsieur, doctor, Mr, milord, Mynheer, signior, esquire, bookkeeper, Senor, rabboni, Senhor, sieur, sen",top1/217.mp3
地,"dì (地, 地)","the earth, land, soil, fields, ground, place, position, background, distance",top1/218.mp3
除了,"chúle (除了, 除了)","except, besides",top1/219.mp3
大陸,"dàlù (大陸, 大陆)",Ch. mainland,top1/220.mp3
需要,"xūyào (需要, 需要)","need, want, require, demand",top1/221.mp3
像,"xiàng (像, 像)",be like,top1/222.mp3
給,"gěi (給, 给)","give, give to",top1/223.mp3
歲,"suì (歲, 岁)","year for crops , m.[standard], , year of age, year",top1/224.mp3
請,"qǐng (請, 请)","request, ask a favor , engage, hire",top1/225.mp3
月,"yuè (月, 月)",moon,top1/226.mp3
些,"xiē (些, 些)",m.[proximation],top1/227.mp3
名,"míng (名, 名)",m.[general],top1/228.mp3
另,"lìng (另, 另)",det.: another,top1/229.mp3
若,"ruò (若, 若)","conj.: if, as if",top1/230.mp3
亦,"yì (亦, 亦)","also, too",top1/231.mp3
地區,"dìqū (地區, 地区)","section, country, area, latitude, zone, terrain, parts, locality, sector, province, prefecture, region, district, faubourg",top1/232.mp3
技術,"jìshù (技術, 技术)","mechanics, know how, prowess, science, Minerva, superior skill, art, competence, technology, craft, craftsmanship, skill, education, technique, artistry, engineering, technological, equipment, technical",top1/233.mp3
至,"zhì (至, 至)","to,  until,  till",top1/234.mp3
特別,"tèbié (特別, 特别)","unusual, specially",top1/235.mp3
其實,"qíshí (其實, 其实)","as a matter of fact, actually, in fact",top1/236.mp3
國際,"guójì (國際, 国际)",international,top1/237.mp3
不要,"búyào (不要, 不要)","never, noway, don't want, don't do sth.",top1/238.mp3
發生,"fāshēng (發生, 发生)","happen, occur, take place",top1/239.mp3
參加,"cānjiā (參加, 参加)","join, attend, take part in, give advice/etc.",top1/240.mp3
一定,"yīdìng (一定, 一定)",must,top1/241.mp3
其中,"qízhōng (其中, 其中)","among, of them, in it, among them, which, them, det.: it, in, in which",top1/242.mp3
問,"wèn (問, 问)","ask, examine, question, interrogate",top1/243.mp3
台北,"táiběi (台北, 台北)","capital of Nationalist China, capital of Republic of China on Taiwan, Taipei",top1/244.mp3
包括,"bāokuò (包括, 包括)","consist_of, consist of, subtend, embrace, comprise, incorporate, embody, involve, count, subsume, take_in, comprehend, incorporation, include, comprize, run, cover, package, consist in",top1/245.mp3
講,"jiǎng (講, 讲)","discourse, utter, talk, negotiation, make clear, negotiate, parley, pay attention to, speak, syllable, discuss, explain, tell, be particular about, explanation, interpretation, interpret, relate, discussion, stress, mouth, say, remark, verbalize",top1/246.mp3
造成,"zàochéng (造成, 造成)","make_for, give rise to, create, set_up, strike, creation, cause, contribute, bring_about, procure, give, bring about, cut_out, necessitate, shape, present, bring_forth, generate, yield, make, breed",top1/247.mp3
常,"cháng (常, 常)","often, usually, frequently",top1/248.mp3
即,"jí (即, 即)","at present, in the immediate future, then, promptly, at once",top1/249.mp3
喜歡,"xǐhuān (喜歡, 喜欢)","like, love, be fond of, be happy/elated",top1/250.mp3
沒,"méi (沒, 没)",not,top1/251.mp3
出現,"chūxiàn (出現, 出现)","appear, arise, emerge",top1/252.mp3
政治,"zhèngzhì (政治, 政治)","paternalism, trouble, government, policy, political relation, political science, polity, politics, political affairs, political",top1/253.mp3
話,"huà (話, 话)","words, thing, language, tongue, talk, speech, spoken_language, conversation, utterance, expression, story, tale, saying, natural language, sayings, word",top1/254.mp3
走,"zǒu (走, 走)","scram, travel, foot, go away, evaporate, ankle, waltz, step, bugger off, etc., go through, leave, leak, run, buzz off, leg, pad, fork, visit, go, escape, lose flavor, work, call on, strike, sashay, trace, pursue, gang, lose shape/etc., get_along, come_along, walk, hoof it, lose flavor/shape/etc., leg it, let out, shape, drive, cover, take, get, hoof, move",top1/255.mp3
單位,"dānwèi (單位, 单位)","department, unit, denomination, module, building block, unit of measurement, monad, unit in measurement or organization",top1/256.mp3
一直,"yīzhí (一直, 一直)","e'er, away, continuously, all the way, right, forever, all_along, always, the whole way, all along, straight, slap, through, ever, evermore",top1/257.mp3
吧,"ba (吧, 吧)",particle: used to show mild imperative or uncertainty,top1/258.mp3
是否,"shìfǒu (是否, 是否)","whether or not, is it so or not",top1/259.mp3
當然,"dāngrán (當然, 当然)","certainly, of course",top1/260.mp3
整,"zhěng (整, 整)",det.: exact,top1/261.mp3
處理,"chǔlǐ (處理, 处理)","handle, deal with, dispose of, process",top1/262.mp3
歷史,"lìshǐ (歷史, 历史)","past records, historical, history",top1/263.mp3
了解,"liǎojiě (了解, 了解)","understand, comprehend, find out, acquaint oneself with",top1/264.mp3
怎麼,"zěnme (怎麼, 怎么)",how,top1/265.mp3
機會,"jīhuì (機會, 机会)","scouth, occasion, good luck, hap, liberty, fortune, opportunity, chance, joss, hazard, happy chance, probability, luck, scope, room, break, turn, opening",top1/266.mp3
聽,"tīng (聽, 听)","hear, list, hearken, obey, obedience, listen, heed, administer, let, allow, hark",top1/267.mp3
所有,"suǒyǒu (所有, 所有)",det.: all,top1/268.mp3
只要,"zhǐyào (只要, 只要)","conj.: so long as, provided",top1/269.mp3
朋友,"péngyǒu (朋友, 朋友)","amigo, connections, kith, friend, boy, crony, ami, boy/girl friend, companion, mate, boy friend or girl friend, compadre, boy friend, Mac, paisano, matey, old_boy, sport, folks, pard, hearty, Kamerad, cocker, cobber, girl friend, pardner, company",top1/270.mp3
令,"lìng (令, 令)","make, cause",top1/271.mp3
甚至,"shènzhì (甚至, 甚至)","even to the point of , so much so that",top1/272.mp3
真,"zhēn (真, 真)","really,  truly,  indeed,  clearly",top1/273.mp3
六,"liù (六, 六)",det.: six,top1/274.mp3
呀,"ya (呀, 呀)","particle: replacing 啊 when preceding word ends in a,  e,  i,  o,  or y u; used in direct address and exclamation; indicating obviousness/impatience/suggestion; used for confirmation",top1/275.mp3
情況,"qíngkuàng (情況, 情况)","event, things, state of affairs, circumstantiality, case, circumstances, way, plight, experimental condition, streak, military situation, matter, condition, mood, circumstance, context, occasion, thing, instance, affair, shape, situation, juncture, consideration",top1/276.mp3
還是,"háishì (還是, 还是)","still, nevertheless",top1/277.mp3
錢,"qián (錢, 钱)","copper coin, cash, money, fund, sum",top1/278.mp3
方法,"fāngfǎ (方法, 方法)","know how, plan, attack, system, stepping stone, manner, method, gateway, idea, measure, way, guise, key, wise, quomodo, plan of attack, tack, machinery, process, avenue, modus, how, means, channel, gate, approach, agency, gamesmanship, mode, medium, sort",top1/279.mp3
點,"diǎn (點, 点)",m.[proximation],top1/280.mp3
任何,"rènhé (任何, 任何)","aught, det.: any",top1/281.mp3
經驗,"jīngyàn (經驗, 经验)",experience,top1/282.mp3
藝術,"yìshù (藝術, 艺术)","beaux arts, aesthetical, artistic production, artistic, ars, art, academy, aesthetic, artistic creation, skill, craft, artistry, esthetic",top1/283.mp3
你們,"nǐmen (你們, 你们)","you, you plural , you",top1/284.mp3
十,"shí (十, 十)",det.: ten,top1/285.mp3
主要,"zhǔyào (主要, 主要)","main, chief, principal, major",top1/286.mp3
媽媽,"māmā (媽媽, 妈妈)","mummy, mammy, ma, mother, mamma, mum, mommy, female parent, mom, Mama, mater, mama, momma",top1/287.mp3
增加,"zēngjiā (增加, 增加)","increase, raise, add",top1/288.mp3
提出,"tíchū (提出, 提出)","put forward, pose, raise",top1/289.mp3
為什麼,"wèishéme (為什麼, 为什么)","why, why?, how come, why is it that?, whereat, whereto",top1/290.mp3
您,"nín (您, 您)",you,top1/291.mp3
計畫,"jìhuà (計畫, 计画)","plan, project, program",top1/292.mp3
作,"zuò (作, 作)","do, make, rise, write, compose, pretend, affect, feign",top1/293.mp3
利用,"lìyòng (利用, 利用)","use, utilize, take advantage of, exploit",top1/294.mp3
東西,"dōngxī (東西, 东西)","thing, creature",top1/295.mp3
條,"tiáo (條, 条)","bar, item, short note, a long narrow piece, streak, clause, stripe, sth. long and narrow, filet, m.[general], , article, strip, assize, twig, ingot, slip",top1/296.mp3
設計,"shèjì (設計, 设计)","design, plan",top1/297.mp3
找,"zhǎo (找, 找)","look for, seek, call on, approach",top1/298.mp3
之間,"zhījiān (之間, 之间)","among,  between",top1/299.mp3
成長,"chéngzhǎng (成長, 成长)","grow up, mature",top1/300.mp3
能夠,"nénggòu (能夠, 能够)","can, able, would, may",top1/301.mp3
決定,"juédìng (決定, 决定)","decide, resolve, make up one's mind, determine",top1/302.mp3
學習,"xuéxí (學習, 学习)","study, learn, emulate",top1/303.mp3
